Ts (degC),I (a.u.),P (W),q (slm)
3.137999999999999901e+01,2.245262935112782898e+01,4.117085472495650045e+00,3.279251420525534755e+00
3.650999999999999801e+01,2.750583281842108363e+01,3.133283640692295702e+00,3.238604327999660359e+00
3.842999999999999972e+01,2.850229167217980475e+01,4.097259464871215506e+00,3.231779256493449992e+00
3.847999999999999687e+01,2.906360798082685548e+01,3.949094409871979572e+00,3.293554903716327864e+00
3.845000000000000284e+01,2.935597127744411949e+01,3.872008536662917777e+00,3.326886919602212611e+00
3.878999999999999915e+01,2.948080806127788378e+01,3.837303208464898141e+00,3.342088745538267514e+00
3.917999999999999972e+01,2.971406338684233361e+01,3.788111153903678474e+00,3.362202289601013305e+00
3.945000000000000284e+01,2.974594558947429590e+01,3.720094206954506433e+00,3.390319250848819799e+00
3.971000000000000085e+01,2.963625740977493450e+01,3.689707415070720309e+00,3.402522712037701957e+00
4.003000000000000114e+01,2.959602976014986453e+01,3.678498850364233075e+00,3.406431086319035906e+00
4.040999999999999659e+01,2.955385248533773535e+01,3.652489483926237845e+00,3.416557859083805937e+00
4.064999999999999858e+01,2.925714646842115130e+01,3.607714114231847624e+00,3.430896342641297281e+00
4.079999999999999716e+01,2.988814832706737690e+01,3.626990489961742892e+00,3.422881258667337612e+00
4.120000000000000284e+01,3.033726017481219728e+01,3.482731747355836127e+00,3.471415100489277261e+00
4.139999999999999858e+01,2.953991603233126284e+01,3.334193727856733958e+00,3.519937275522317499e+00
4.175000000000000000e+01,2.950093174097748516e+01,3.455603487418243969e+00,3.477190160994532153e+00
4.182000000000000028e+01,2.979298953609033873e+01,3.408374403908948302e+00,3.491306975562932902e+00
4.203999999999999915e+01,2.938251541616503104e+01,3.341495980169892022e+00,3.513800544561178185e+00
4.231000000000000227e+01,2.957012618909756796e+01,3.385702088259224141e+00,3.497373705790675302e+00
4.246999999999999886e+01,2.968231915263216436e+01,3.307575840392642519e+00,3.522550636235806554e+00
4.274000000000000199e+01,2.940092106052604848e+01,3.261073056172558715e+00,3.537530793182770417e+00
