Ts (degC),I (a.u.),P (W),q (slm)
3.064999999999999858e+01,2.187604125225554341e+01,3.734620192738745015e+00,3.359612262465323518e+00
3.575999999999999801e+01,2.708307129661663737e+01,3.734620192738745015e+00,3.359612262465323518e+00
3.784000000000000341e+01,2.890705160000031171e+01,3.734620192738745015e+00,3.359612262465323518e+00
3.807999999999999829e+01,2.911097878120355276e+01,3.734620192738745015e+00,3.359612262465323518e+00
3.822999999999999687e+01,2.928784279962345494e+01,3.734620192738745015e+00,3.359612262465323518e+00
3.846999999999999886e+01,2.930163307180488985e+01,3.734620192738745015e+00,3.359612262465323518e+00
3.890999999999999659e+01,2.905149468195443418e+01,3.734620192738745015e+00,3.359612262465323518e+00
3.942999999999999972e+01,2.958417268834644887e+01,3.734620192738745015e+00,3.359612262465323518e+00
3.964000000000000057e+01,2.970847402330768716e+01,3.734620192738745015e+00,3.359612262465323518e+00
3.971999999999999886e+01,2.981251535263205454e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.004999999999999716e+01,2.966978045112786688e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.038000000000000256e+01,2.937666325563859715e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.071999999999999886e+01,2.958450282706725787e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.103999999999999915e+01,3.015709805413477085e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.149000000000000199e+01,2.944495762406067740e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.161999999999999744e+01,2.920762730263230722e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.184000000000000341e+01,2.888505713420984478e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.203000000000000114e+01,2.933036335300723252e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.231000000000000227e+01,2.981925938045043623e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.224000000000000199e+01,2.929197528233141412e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.257999999999999829e+01,2.938442069436148429e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.278000000000000114e+01,2.982374663909764223e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.286999999999999744e+01,2.967305884360833090e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.292000000000000171e+01,2.929560352330778272e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.311999999999999744e+01,2.954741395902201617e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.339999999999999858e+01,2.956307173233142649e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.365999999999999659e+01,2.965912074811999233e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.368999999999999773e+01,2.928463996127801039e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.385000000000000142e+01,2.892761546466204692e+01,3.734620192738745015e+00,3.359612262465323518e+00
4.425000000000000000e+01,2.926181604248059287e+01,3.734620192738745015e+00,3.359612262465323518e+00
