Ts (degC),I (a.u.),P (W),q (slm)
3.513000000000000256e+01,2.079373647593986618e+01,4.205357433083453778e+00,3.316309513964228461e+00
3.506000000000000227e+01,2.311982328308260648e+01,4.481958291868757271e+00,3.168464458338531742e+00
3.885000000000000142e+01,2.906135613909745530e+01,4.446073058405887402e+00,3.151767437130613914e+00
4.061999999999999744e+01,2.995298198759329011e+01,3.863487254710681551e+00,3.440251719221270044e+00
4.142999999999999972e+01,2.954549882593952859e+01,2.915465767795109908e+00,3.160317668440290273e+00
4.150000000000000000e+01,2.954765704624039913e+01,3.629044645345314901e+00,3.521099189498964499e+00
4.203000000000000114e+01,2.882519033684197751e+01,2.954193751276521507e+00,3.297003093465391554e+00
4.224000000000000199e+01,2.929288193195449352e+01,3.012110587818602969e+00,3.413213818612932826e+00
4.271000000000000085e+01,3.022172640451120884e+01,2.849897613403425289e+00,3.364028591535706436e+00
4.303000000000000114e+01,2.978836102406064512e+01,2.751398754257174950e+00,3.288624635323911249e+00
4.329999999999999716e+01,2.892044110676627611e+01,2.729319468883062871e+00,3.373034153425590542e+00
4.377000000000000313e+01,2.941903105827090670e+01,2.889166930346524609e+00,3.484490283188509174e+00
4.396000000000000085e+01,2.971639571014987169e+01,3.440449363860706544e+00,3.593332300655565525e+00
4.407000000000000028e+01,2.960576310375989095e+01,3.384296484497319568e+00,3.594589303214941189e+00
4.414000000000000057e+01,2.950981592180502133e+01,2.717118522475673537e+00,3.455089704332813483e+00
4.435999999999999943e+01,3.005287276691780107e+01,2.829716730687632520e+00,3.514711839576838415e+00
4.475999999999999801e+01,2.973746874398494100e+01,2.591293357493967164e+00,3.440987834922111688e+00
4.499000000000000199e+01,2.989346668120364825e+01,2.649438285681297245e+00,3.464375260568604009e+00
4.518999999999999773e+01,2.957654993308224434e+01,2.666798159714353300e+00,3.465152817075903613e+00
4.521000000000000085e+01,2.971297113684220292e+01,2.655263204832717605e+00,3.552146967579919767e+00
4.532999999999999829e+01,2.939022850789421426e+01,2.682316449446520146e+00,3.499075761940491969e+00
4.550000000000000000e+01,2.955070877631635540e+01,2.746983870737923716e+00,3.518282235041893635e+00
4.571000000000000085e+01,2.981525829624043666e+01,2.673180533874936593e+00,3.532498110379881595e+00
4.599000000000000199e+01,3.026973613007546859e+01,2.720490459689018259e+00,3.501467021504621080e+00
4.631000000000000227e+01,2.961233795601541630e+01,2.657828893467826692e+00,3.504360587903327939e+00
4.639000000000000057e+01,2.952149724812014142e+01,2.628451370793680741e+00,3.585070864245445410e+00
4.664000000000000057e+01,3.025981554360857828e+01,2.626973269936552668e+00,3.601404887377255282e+00
4.677000000000000313e+01,2.908541848872192048e+01,2.564907113376394321e+00,3.553989665616501092e+00
4.685999999999999943e+01,2.980890189398522239e+01,2.492892971277554715e+00,3.727341327512602831e+00
4.688000000000000256e+01,2.962083122631630516e+01,2.524105330283364701e+00,3.626817793045111316e+00
4.703000000000000114e+01,2.997346701315849415e+01,2.463704112843381644e+00,3.674827973422663430e+00
4.715999999999999659e+01,2.971943430037620004e+01,2.540842749796040412e+00,3.603317423930412655e+00
4.710999999999999943e+01,2.948622003684210924e+01,2.448167484149722739e+00,3.698075657337103639e+00
4.700999999999999801e+01,2.955947469849566644e+01,2.550129734773963097e+00,3.667337237179048692e+00
4.699000000000000199e+01,2.929420577180512097e+01,2.932755404722872328e+00,3.749395838717052065e+00
4.696999999999999886e+01,2.998864189699202853e+01,4.435913994624794421e-296,1.249116961951620623e-272
6.940579851299017478e-310,9.178181111619599492e-297,6.425090757629187603e-296,0.000000000000000000e+00
-3.816045141925029590e-162,2.217883501627590763e-296,1.453373778269681688e-296,2.891642905555707444e-273
6.940624246781840274e-310,7.266857221370057310e-297,4.435867331087852553e-296,3.671337773991190097e-296
6.940579857404878355e-310,1.988543300657431027e-296,3.365411626793592236e-296,2.891642905555707444e-273
-1.394690531774093686e+190,3.824148026081859135e-296,6.120162051641967146e-297,0.000000000000000000e+00
6.940624246011888372e-310,9.942710670211515927e-297,2.906749888986395778e-296,4.397076346344737758e-273
6.940579851292693437e-310,3.365453623407184015e-296,2.294357456470019762e-296,2.448099816725234832e-296
-2.640957613206099480e-238,2.447978493238051609e-296,2.370808079365975450e-296,4.397076346344737758e-273
6.940624246031650997e-310,2.294341124160885382e-296,4.896143638630188213e-296,0.000000000000000000e+00
6.940579857259425429e-310,6.120121217175476676e-297,4.130004179326906213e-296,1.666372147879293191e-272
1.735914380506550433e-02,5.813513777140669675e-296,8.259901030916803112e-296,3.824124693886169946e-296
6.940624246791326335e-310,7.266793062077384470e-297,3.977107600351508244e-296,1.666372147879293191e-272
6.940579851305341518e-310,7.649203661232645423e-297,8.565801515251762372e-296,0.000000000000000000e+00
-1.447605154066300765e-129,1.606324019333517351e-296,1.407336348283060670e-295,4.811613122757419825e-272
6.940624246785002294e-310,1.040370560656505087e-295,2.906777887322169944e-296,3.518434195930252229e-296
