Ts (degC),I (a.u.),P (W),q (slm)
3.171999999999999886e+01,2.213851467593979550e+01,5.499927945699518261e+00,2.175820688869531949e+00
3.610000000000000142e+01,2.497102606992483942e+01,5.500000000000000000e+00,1.500000000000000000e+00
3.925000000000000000e+01,2.596684764097743070e+01,5.498743414895219672e+00,1.921460270263564363e+00
4.003999999999999915e+01,2.601830329210520176e+01,5.494361692066180858e+00,1.971673361786981271e+00
4.063000000000000256e+01,2.711106410375935383e+01,5.499263388168289524e+00,1.895152354910327741e+00
4.120000000000000284e+01,2.684228683721798703e+01,5.499971149206113630e+00,1.557185280738392130e+00
4.170000000000000284e+01,2.624832128721804736e+01,5.499969807865080718e+00,1.570116130851785696e+00
4.210999999999999943e+01,2.663358167819542643e+01,5.499821995536031238e+00,1.626667286569703164e+00
4.282999999999999829e+01,2.655978007030082111e+01,5.499869808922303704e+00,1.647224536938953099e+00
4.328000000000000114e+01,2.564011378270679131e+01,5.327996316837700697e+00,2.066848645819112207e+00
4.392999999999999972e+01,2.676146526466169107e+01,5.329832248117124749e+00,2.225129828102049068e+00
4.438000000000000256e+01,2.656528895225565279e+01,5.499983692507885991e+00,1.764346257327071621e+00
4.481000000000000227e+01,2.683765175526318814e+01,5.499854936771920499e+00,1.928995853652694992e+00
4.495000000000000284e+01,2.665595884210517141e+01,5.499833993599454018e+00,1.970197508967022504e+00
4.542999999999999972e+01,2.660660063947366538e+01,5.499947372924967048e+00,2.020413595168425225e+00
4.571999999999999886e+01,2.674538044624052446e+01,5.499828564601089376e+00,2.050223952470485500e+00
4.603999999999999915e+01,2.658861547030079819e+01,5.499905403231855949e+00,2.127306272624853278e+00
4.611999999999999744e+01,2.721631101428570076e+01,5.499903949726320462e+00,2.214901681576343151e+00
4.609000000000000341e+01,2.761631924398492899e+01,5.499898843326292308e+00,2.048141814814961048e+00
4.627000000000000313e+01,2.761100910225560412e+01,5.499886725279280242e+00,1.979449957917957414e+00
4.653999999999999915e+01,2.705671604323308443e+01,5.499895543498222850e+00,1.846974482597106171e+00
4.671000000000000085e+01,2.723960468270674795e+01,5.499952692834695789e+00,1.985278435922195772e+00
4.695000000000000284e+01,2.655857284661650652e+01,5.499906490265211723e+00,2.009447636225321077e+00
4.728000000000000114e+01,2.669157111954881501e+01,5.499919437585084836e+00,1.961090556375979732e+00
4.760000000000000142e+01,2.693743084586468584e+01,5.499992671353075124e+00,2.083426073284114999e+00
4.784000000000000341e+01,2.631195922142856602e+01,5.499994377586086003e+00,1.967299347385733865e+00
4.811999999999999744e+01,2.721760364699253643e+01,5.499993305591432957e+00,2.316795848347319442e+00
4.809000000000000341e+01,2.769429275413533276e+01,5.499950207294753035e+00,2.289283824419205970e+00
4.815999999999999659e+01,2.783873255112781209e+01,5.499950200407361933e+00,2.185209953543016503e+00
4.813000000000000256e+01,2.791215474586467948e+01,2.906780220089598314e-296,1.652025003420913372e-295
6.944416865100345296e-310,nan,7.954210533601686023e-296,4.741735150199326766e-296
1.330340261783653472e-151,nan,8.323292989488811262e-295,3.548714397068628433e-295
6.944461261395807267e-310,nan,5.135011143335065343e-290,3.365563282986021938e-296
6.944416865075049135e-310,nan,7.442400321084299059e-280,9.792361944473331649e-296
1.265673247402062411e-26,nan,3.059344552645680308e-295,7.648552701794900375e-296
6.944461261386321207e-310,0.000000000000000000e+00,1.958513452493881341e-295,7.954205868707642949e-296
6.944416865094021256e-310,0.000000000000000000e+00,1.988566632390299964e-296,1.285036817325108117e-295
1.439131077242250000e+16,0.000000000000000000e+00,4.588740576835124347e-296,1.185425037900799130e-296
6.944461261367349086e-310,1.581010066691988941e-321,2.545445924962813126e-294,2.448071819599897585e-296
6.944416865116155397e-310,1.581010066691988941e-322,4.896269635057379907e-296,7.648492038235659088e-296
2.033850697264527665e-220,1.400008129206756587e-316,1.759172768085657914e-296,5.202053453394050546e-296
6.944461260792651927e-310,1.147363685440663168e+108,3.824236685805216627e-296,5.507645958456458534e-296
6.944416865097183276e-310,1.739111073361187836e-321,9.302025217523472602e-295,4.282896092126621282e-296
-4.181519104457117500e+14,1.581010066691988941e-322,2.370865243168881254e-296,8.565824847269460862e-296
6.944461260812414553e-310,1.399733033455152181e-316,1.108962749716929671e-296,9.792287279823657166e-296
6.944416865106669337e-310,1.752052167496396362e+195,3.059681465881509146e-296,2.141453879014319367e-296
1.248829732147989316e-143,3.988267711587831016e+24,7.648352048265640090e-296,4.588712580208216682e-296
6.944461261376835146e-310,1.391782924334791515e-320,3.059735128646366305e-296,5.813551107685427188e-296
6.944416865131965498e-310,1.399781254262186287e-316,9.483376974535223014e-296,4.741620824373629654e-296
2.759206319232224062e+14,6.944464578515399709e-310,1.101543190802209240e-295,2.600926401641260002e-296
6.944461261370511106e-310,0.000000000000000000e+00,9.483348974632974579e-296,1.682745478204216422e-296
6.944416865112993377e-310,0.000000000000000000e+00,1.958489187896123116e-295,1.529834899509122288e-296
-2.027409957805553289e-260,1.399867419310821000e-316,1.419518610048594900e-294,5.507757954006776317e-296
6.944461261392645247e-310,0.000000000000000000e+00,9.792324609229322448e-296,3.977144930753849622e-296
6.944416865128803478e-310,3.162020133383977883e-322,1.285061082307353672e-295,3.824246018939816030e-296
4.364476932906512461e+149,1.581010066691988941e-322,1.321657333600464195e-294,4.896082977064609844e-296
6.944461261411617368e-310,1.399861095270554232e-316,9.025065078474399299e-292,1.224034743612044638e-296
6.944416865122479437e-310,1.377468396409616400e+16,1.437398171226114046e-288,7.954126540730448009e-296
1.490882232872995843e+234,3.541505366042141200e+16,1.517397061087897831e-294,8.260069020148192778e-296
6.944461260784746876e-310,1.344352622334031847e-320,1.468466420767554325e-294,2.065006755607724523e-296
6.944416865147775598e-310,1.399781254262186287e-316,9.399174216970354493e-294,6.425034762951298928e-296
-3.821683637952931559e-62,6.944464578515399709e-310,3.759810648820756673e-293,3.212603708467169446e-296
6.944461261405293328e-310,0.000000000000000000e+00,1.566579369053678151e-292,5.201899465253011506e-296
6.944416865141451558e-310,0.000000000000000000e+00,3.133235190567202474e-292,4.130004177796058658e-296
7.973136583760532500e-252,1.399781254262186287e-316,3.409859967942875386e-291,7.623086898256018420e-286
6.944461260796604452e-310,1.399862676280620924e-316,8.824187998107027357e-291,1.645129051863794095e-293
6.944416865138289538e-310,0.000000000000000000e+00,3.593548273094854187e-289,7.648403383603346094e-296
3.380037186315657041e-67,0.000000000000000000e+00,1.577261476516960662e-286,2.370804579146790109e-296
6.944461259451164885e-310,1.399873743351087768e-316,7.993502162894656587e-285,2.217912666898893086e-296
6.944416867380161813e-310,6.944464578515399709e-310,1.009403092271923656e-283,1.185414538542681896e-296
