Ts (degC),I (a.u.),P (W),q (slm)
3.585999999999999943e+01,2.357370489624063126e+01,4.358977487796635408e+00,3.189551314071692900e+00
4.093999999999999773e+01,2.863041506090291577e+01,4.320895849389305710e+00,3.218312865406196988e+00
4.271999999999999886e+01,3.056341998157850881e+01,4.344456409440025979e+00,3.683450238646101216e+00
4.307999999999999829e+01,3.073089886240578039e+01,3.721762732348641745e+00,3.072778423976549877e+00
4.309000000000000341e+01,3.080806427180484519e+01,3.725507099630187113e+00,3.070570484177318704e+00
4.356000000000000227e+01,3.077382510864713439e+01,3.727170717596692828e+00,3.069587557212535511e+00
4.415999999999999659e+01,3.039576699774486812e+01,3.726606363419264767e+00,3.069922977393396035e+00
4.446000000000000085e+01,3.017945058082695553e+01,3.718666145514231580e+00,3.074604276439322437e+00
4.485000000000000142e+01,3.042843923383430393e+01,3.714107145246137165e+00,3.077287637886208405e+00
4.510999999999999943e+01,3.022350192669178170e+01,3.719618186474414667e+00,3.074038437177696537e+00
4.550999999999999801e+01,3.018233477781961938e+01,3.715289835304921517e+00,3.076590547249463015e+00
4.581000000000000227e+01,3.020176204548933185e+01,3.714548813732820420e+00,3.077028051833194500e+00
4.617000000000000171e+01,3.040812831127800209e+01,3.715073908489210375e+00,3.076715965230132799e+00
4.636999999999999744e+01,3.034307784323316071e+01,3.719657445895452774e+00,3.074018020297122344e+00
4.661999999999999744e+01,3.071554166315847922e+01,3.718322625580144702e+00,3.074802611850614209e+00
4.695000000000000284e+01,3.006551987217990529e+01,3.726454233162740159e+00,3.070013395007367585e+00
4.732000000000000028e+01,3.017592253120350421e+01,3.712541675832228272e+00,3.078206397512044390e+00
4.742999999999999972e+01,3.024168912105214346e+01,3.715059186206320696e+00,3.076724715321807579e+00
4.763000000000000256e+01,3.007887981428595836e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.774000000000000199e+01,3.060745161766901745e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.764999999999999858e+01,3.048564521165370778e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.763000000000000256e+01,3.081532239624048941e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.759000000000000341e+01,3.066259792406060924e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.764000000000000057e+01,3.053566697669169372e+01,1.403936939222486180e-318,0.000000000000000000e+00
6.901606730171046901e-310,2.259068525812132410e-316,0.000000000000000000e+00,2.259179591769317522e-316
-2.699877610369402914e-187,2.259083940660282656e-316,2.923216467860486413e-317,3.437906390021729953e-317
6.901651116819185445e-310,2.259082754902732637e-316,2.923951637541498188e-317,2.259180777526867541e-316
6.901606730139426700e-310,2.742159195022919840e-317,2.909912268149273326e-317,2.259196192375017788e-316
-8.637032059370054645e-143,0.000000000000000000e+00,1.185757550018991706e-322,2.259195006617467769e-316
6.901651115855559809e-310,2.920734282055779990e-317,0.000000000000000000e+00,2.742159195022919840e-317
6.901606729358407727e-310,2.981144676704080888e-317,2.518365737885731281e-317,0.000000000000000000e+00
-3.633009015653771839e-117,2.976860139423345598e-317,0.000000000000000000e+00,2.920734282055779990e-317
6.901651116825509485e-310,2.259087893185449386e-316,2.258632562286242094e-316,2.981144676704080888e-317
6.901606729383703888e-310,1.403936939222486180e-318,4.786065294091322763e-317,2.976860139423345598e-317
-3.127341018048645411e-28,0.000000000000000000e+00,4.683536791266347280e-317,2.259200144900184518e-316
6.901651116816023425e-310,2.923216467860486413e-317,6.901606726936300305e-310,1.403936939222486180e-318
6.901606720179063279e-310,2.923951637541498188e-317,0.000000000000000000e+00,0.000000000000000000e+00
1.840989054229224708e+135,2.909912268149273326e-317,0.000000000000000000e+00,2.923216467860486413e-317
6.901651116797051304e-310,1.185757550018991706e-322,7.905050333459944707e-323,2.923951637541498188e-317
6.901606730107806498e-310,0.000000000000000000e+00,2.906734437915222428e-317,2.909912268149273326e-317
6.942577066034520812e+127,2.518365737885731281e-317,2.924773762776178022e-317,1.185757550018991706e-322
6.901651115859512334e-310,0.000000000000000000e+00,2.938394164500729507e-317,0.000000000000000000e+00
6.901606729001099452e-310,2.259090264700549424e-316,2.711155587615089936e-317,2.518365737885731281e-317
2.872343421106814713e+129,4.786065294091322763e-317,0.000000000000000000e+00,0.000000000000000000e+00
6.901651115879274960e-310,4.683536791266347280e-317,6.901651097365647079e-310,2.259202516415284556e-316
6.901606720137957018e-310,6.901606728928372989e-310,0.000000000000000000e+00,4.786065294091322763e-317
-6.680265858103893958e-108,0.000000000000000000e+00,0.000000000000000000e+00,4.683536791266347280e-317
6.901651116806537364e-310,0.000000000000000000e+00,0.000000000000000000e+00,6.901606728994775411e-310
6.901606720118984897e-310,7.905050333459944707e-323,0.000000000000000000e+00,0.000000000000000000e+00
