Ts (degC),I (a.u.),P (W),q (slm)
3.584000000000000341e+01,2.357746782067667013e+01,4.367418263319908789e+00,3.183178330635338504e+00
4.068999999999999773e+01,2.867673303082688463e+01,4.321577981829849868e+00,3.217793693300168734e+00
4.271000000000000085e+01,3.006070740225551674e+01,3.096055894692553601e+00,3.672923878361523009e+00
4.286999999999999744e+01,3.032546058984943826e+01,3.710912409859131067e+00,3.079168907596253835e+00
4.289000000000000057e+01,3.053986351616495654e+01,3.716678637324157819e+00,3.075770955329272915e+00
4.350000000000000000e+01,3.083093253759345131e+01,3.721316156434328892e+00,3.073040926726788857e+00
4.384000000000000341e+01,3.036715169022519234e+01,3.727818498043827589e+00,3.069208386573301528e+00
4.435000000000000142e+01,3.056383060187918943e+01,3.717934938797389677e+00,3.075033030931379141e+00
4.467000000000000171e+01,3.025909120939855868e+01,3.722356531091848719e+00,3.072425503612339792e+00
4.504999999999999716e+01,3.011131389060197350e+01,3.715898356331018171e+00,3.076231793490803224e+00
4.550999999999999801e+01,3.042605435112798418e+01,3.712845936345276154e+00,3.078028478981327254e+00
4.577000000000000313e+01,2.975489218458661256e+01,3.719809576151977382e+00,3.073930519380375870e+00
4.595000000000000284e+01,3.037314674661719494e+01,3.705416090913743243e+00,3.082406441515866291e+00
4.635999999999999943e+01,3.044897353383483463e+01,3.718823183198385340e+00,3.074508025430901625e+00
4.653999999999999915e+01,3.048801859699208805e+01,3.720609486855636305e+00,3.073458014429946150e+00
4.660000000000000142e+01,3.072471656315831012e+01,3.721517360967151244e+00,3.072921342140568779e+00
4.670000000000000284e+01,3.110495917406067790e+01,3.726645622840303318e+00,3.069899643815597212e+00
4.678000000000000114e+01,3.094763903947424311e+01,3.734885193830754790e+00,3.065046259633403380e+00
4.714999999999999858e+01,3.036481115451086410e+01,3.731518698476704810e+00,3.067029613746318883e+00
4.752000000000000313e+01,2.973808303195452396e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.785000000000000142e+01,3.080008181315833582e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.785000000000000142e+01,3.085840796315845225e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.784000000000000341e+01,3.069768460751902239e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.784000000000000341e+01,3.058050671353417016e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.797999999999999687e+01,3.064484105977487971e+01,0.000000000000000000e+00,6.926592331624414415e-310
-5.591551486900365164e+66,2.923216467860486413e-317,2.923216467860486413e-317,-2.620953223982784757e-42
6.926589594437496052e-310,2.923951637541498188e-317,2.923951637541498188e-317,6.926592331640224516e-310
6.926545207302406408e-310,2.909912268149273326e-317,2.909912268149273326e-317,2.624704986792855078e+13
-3.724479970403272832e-303,1.185757550018991706e-322,1.185757550018991706e-322,0.000000000000000000e+00
6.926589593649362534e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926545206341152287e-310,2.518365737885731281e-317,2.518365737885731281e-317,0.000000000000000000e+00
-8.625388011455733213e-107,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926589594443820093e-310,1.173836734116134109e-316,1.174662811875980674e-316,0.000000000000000000e+00
6.926545206315856126e-310,4.786065294091322763e-317,4.786065294091322763e-317,0.000000000000000000e+00
4.480969841284320626e-252,4.683536791266347280e-317,4.683536791266347280e-317,0.000000000000000000e+00
6.926589594434334032e-310,6.926545197345205008e-310,6.926545199552295061e-310,0.000000000000000000e+00
6.926545206426526831e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.489297892956396726e-155,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926589594415361911e-310,7.905050333459944707e-323,7.905050333459944707e-323,0.000000000000000000e+00
6.926545206369610469e-310,2.906734437915222428e-317,2.906734437915222428e-317,0.000000000000000000e+00
3.816606800964568112e+94,2.924773762776178022e-317,2.924773762776178022e-317,6.926592312936875427e-310
6.926589593653315059e-310,2.938394164500729507e-317,2.938394164500729507e-317,-1.425887120212168804e+286
6.926545206394906630e-310,2.711155587615089936e-317,2.711155587615089936e-317,6.926592332105041476e-310
-6.404920274042142059e-256,0.000000000000000000e+00,0.000000000000000000e+00,-6.254408607760100160e-198
6.926589593673077685e-310,6.926589574964985566e-310,6.926589574964985566e-310,6.926592312925017852e-310
6.926545199583915262e-310,0.000000000000000000e+00,0.000000000000000000e+00,7.970989570309542438e+194
-9.209192820639234379e+173,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926589594424847972e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926545197332556927e-310,0.000000000000000000e+00,0.000000000000000000e+00,6.926592331424416642e-310
-3.762220945525877362e-244,0.000000000000000000e+00,0.000000000000000000e+00,1.412577501739418298e+282
6.926589594418523931e-310,1.491584184794723317e-320,1.495042644315612043e-320,6.926592331440226743e-310
6.926545197361015109e-310,0.000000000000000000e+00,0.000000000000000000e+00,-3.396908811740471484e+211
-5.196634013507979034e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926589594440658072e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926545197357853088e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.429389331978517754e+297,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926589594459630193e-310,0.000000000000000000e+00,0.000000000000000000e+00,6.926592312956638053e-310
6.926545197373663189e-310,0.000000000000000000e+00,0.000000000000000000e+00,2.316859601746290277e+275
9.510883223327018652e-91,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926589593645410009e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926545199425814256e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.608234583769953316e+196,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926589594453306153e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926545199403680115e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.443413081140930603e+234,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926589593657267584e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926545197338880968e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.972250999444160790e+82,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926589592296808422e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926545206287397945e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.620479299606593235e+40,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926589594431172012e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926545197367339149e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.758222557329202236e-250,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.926589593665172635e-310,0.000000000000000000e+00,0.000000000000000000e+00,6.926592331649710577e-310
6.926545206388582589e-310,0.000000000000000000e+00,0.000000000000000000e+00,-2.786330269640561847e+221
4.244147366198528835e-129,0.000000000000000000e+00,0.000000000000000000e+00,6.926592353110341222e-310
6.926558891863890981e-310,0.000000000000000000e+00,0.000000000000000000e+00,4.536325853084886394e-271
6.926545206347476328e-310,0.000000000000000000e+00,0.000000000000000000e+00,6.926592331633900476e-310
-4.952944263889364226e-14,0.000000000000000000e+00,0.000000000000000000e+00,-1.767586419827995739e+154
