Ts (degC),I (a.u.),P (W),q (slm)
3.089000000000000057e+01,2.171274577105264569e+01,4.169928653213448300e+00,3.665002128698759520e+00
3.618999999999999773e+01,2.822931129624032565e+01,3.892286027629293876e+00,3.522387301191213460e+00
3.772999999999999687e+01,2.920647263834641549e+01,4.119048443547574045e+00,3.704575876645879617e+00
3.782000000000000028e+01,2.885850642556393453e+01,3.999071652853968928e+00,3.533587418534738234e+00
3.802000000000000313e+01,2.936866601466217475e+01,3.999699803590584857e+00,3.508947160378983909e+00
3.835000000000000142e+01,2.912448490413535396e+01,3.929346921089622136e+00,3.566067758830959278e+00
3.871999999999999886e+01,2.915783876992426116e+01,3.879723012896979739e+00,3.568307782299664055e+00
3.910999999999999943e+01,2.961552765451081015e+01,3.789269306824313510e+00,3.591454691476281269e+00
3.939999999999999858e+01,2.945097239022518920e+01,3.809370130396017018e+00,3.726976111332928276e+00
3.963000000000000256e+01,2.974763077518861820e+01,3.759746222203374622e+00,3.732202832759906386e+00
4.011999999999999744e+01,2.906890334022492794e+01,4.314403322635067539e+00,3.383505846131509287e+00
4.043999999999999773e+01,2.965254261090278121e+01,4.279226881384586179e+00,3.364465646647517350e+00
4.068999999999999773e+01,2.971510143496240630e+01,4.134752211962966939e+00,3.422706256833845107e+00
4.090999999999999659e+01,2.990775462518850247e+01,3.890401575419446978e+00,3.579507899643188829e+00
4.103999999999999915e+01,3.011958871090276091e+01,3.816279788498790460e+00,3.604894832288510820e+00
4.138000000000000256e+01,2.953601842443555725e+01,3.760374372939990106e+00,3.627295066975559923e+00
4.156000000000000227e+01,2.949795720751922090e+01,3.749067659680906939e+00,3.606388181267647486e+00
4.165999999999999659e+01,3.036919329436125281e+01,4.354604969778474555e+00,3.613854926163330816e+00
4.196999999999999886e+01,2.921115535225542104e+01,3.750952111890754281e+00,3.379025799194099289e+00
4.243999999999999773e+01,3.003625249962345478e+01,4.291789896116901204e+00,3.617214961366387982e+00
4.272999999999999687e+01,3.019795313157827721e+01,4.249703796763646402e+00,3.400306022146796003e+00
4.303000000000000114e+01,2.979465008458692665e+01,4.175582009842989883e+00,3.424946280302549884e+00
4.311999999999999744e+01,2.956602819849573649e+01,4.176838311316221741e+00,3.408519441532047445e+00
4.315999999999999659e+01,2.931871323383459682e+01,4.181235366472531467e+00,3.398065998678091226e+00
4.343999999999999773e+01,2.976040106654154727e+01,4.188773175311920838e+00,3.386119206844998342e+00
4.359000000000000341e+01,3.021649838684254519e+01,4.157365638481133274e+00,3.412626151224673166e+00
4.385999999999999943e+01,2.885011663157853690e+01,4.132239609016504112e+00,3.438386421114779434e+00
4.392000000000000171e+01,2.923215940187927231e+01,4.323825583684302920e+00,3.426066292036902716e+00
4.403999999999999915e+01,2.953308495300703385e+01,3.828214652494489556e+00,3.528360697107760124e+00
4.409000000000000341e+01,2.946351437669175510e+01,4.136636664172814726e+00,3.409639453266399833e+00
4.414000000000000057e+01,2.969769441917349440e+01,4.136636664172814726e+00,3.406652755308126501e+00
4.424000000000000199e+01,2.973766419924830373e+01,4.125329950913731558e+00,3.419719558875571774e+00
4.438000000000000256e+01,2.924098773834648313e+01,4.118420292810958117e+00,3.423079594078629384e+00
4.460000000000000142e+01,2.990805848421011603e+01,4.130983307543273142e+00,3.399559347657227448e+00
4.464999999999999858e+01,2.972879480075133429e+01,4.093922414082944883e+00,3.436893072135642768e+00
4.454999999999999716e+01,2.937105253984962161e+01,4.098319469239254609e+00,3.428679652750391327e+00
4.489000000000000057e+01,2.962971212217988537e+01,4.117792142074342188e+00,3.408892778776831278e+00
4.490999999999999659e+01,2.942227988609072398e+01,4.090153509663250198e+00,3.426812966526470827e+00
4.497999999999999687e+01,2.938714064323335862e+01,4.097691318502638680e+00,3.416359523672514609e+00
4.492999999999999972e+01,2.964474246766911847e+01,4.095806866292791781e+00,3.415612849182946054e+00
4.503000000000000114e+01,2.903190480864728329e+01,4.087640906716787370e+00,3.428306315505607493e+00
4.515999999999999659e+01,2.963010467518857283e+01,3.781103347248309099e+00,3.533960755779522067e+00
4.517999999999999972e+01,2.963970826278151804e+01,4.076962344194319243e+00,3.430919676219096548e+00
4.528999999999999915e+01,2.922063575375993594e+01,4.075706042721088274e+00,3.431293013463880825e+00
4.535999999999999943e+01,2.928949513571451746e+01,3.760374372939990106e+00,3.547400896591751618e+00
4.547999999999999687e+01,2.990758544962357846e+01,4.080731248614013928e+00,3.415986186427730331e+00
4.557999999999999829e+01,2.962074253233141619e+01,3.871557053320974884e+00,3.587347981783655992e+00
4.585000000000000142e+01,2.908580611428573803e+01,4.056861520622616624e+00,3.436146397646074657e+00
4.585999999999999943e+01,2.944160860488756981e+01,3.737760946421823771e+00,3.548520908326104006e+00
4.597999999999999687e+01,2.959897801390910388e+01,3.886004520263136808e+00,3.376785775725394512e+00
