Ts (degC),I (a.u.),P (W),q (slm)
3.560999999999999943e+01,2.235960742819540670e+01,4.367418263319908789e+00,3.183178330635338504e+00
3.550000000000000000e+01,2.459362330902259330e+01,4.242642008404349241e+00,3.277405151182188447e+00
3.907999999999999829e+01,3.035395271127780958e+01,3.112289665291966489e+00,3.159523916141592448e+00
4.221999999999999886e+01,3.023912849285748550e+01,4.226560368061460515e+00,3.703467531700426640e+00
4.289999999999999858e+01,3.057971175263212515e+01,3.714583165726229375e+00,3.077004718255395677e+00
4.329999999999999716e+01,3.038656910300761993e+01,3.722179863697175684e+00,3.072530504712435384e+00
4.406000000000000227e+01,3.072633112217980056e+01,3.718155773040731304e+00,3.074901779556260095e+00
4.461999999999999744e+01,3.087935124097712247e+01,3.725762285866937251e+00,3.070421732618850097e+00
4.503000000000000114e+01,3.071131063157836039e+01,3.729266189194621717e+00,3.068356710983637825e+00
4.567999999999999972e+01,3.047255463646566653e+01,3.725786823005086568e+00,3.070407149132725610e+00
4.596000000000000085e+01,3.071938999661709602e+01,3.720869580520016484e+00,3.073303429477027837e+00
4.627000000000000313e+01,3.058153162180501283e+01,3.726297195478586843e+00,3.070106729318563321e+00
4.660999999999999943e+01,3.074270501729299454e+01,3.723431257742777056e+00,3.071792580314541610e+00
4.671999999999999886e+01,3.085110220676626369e+01,3.727038217050687940e+00,3.069669224734831836e+00
4.690999999999999659e+01,3.074950653195466899e+01,3.729413412023515839e+00,3.068269210066891350e+00
4.749000000000000199e+01,3.096722070037640151e+01,3.727288495859808037e+00,3.069520473176363229e+00
4.775999999999999801e+01,3.087563266353398106e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.818999999999999773e+01,3.099573417406071485e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.810000000000000142e+01,3.112351592669174849e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.807999999999999829e+01,3.121489372593943656e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.797999999999999687e+01,3.098262881654127199e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.838000000000000256e+01,3.051166704135271956e+01,3.061486906278157605e+01,3.735420103442404383e+00
-1.299602792764894677e+30,1.627689715294316164e+00,3.027419382406081994e+01,4.030955210164846925e+00
6.926589594462792213e-310,1.866363067541775944e+00,3.028565505789412882e+01,4.030955210164846925e+00
6.926512814325486110e-310,2.105036419789235946e+00,3.091424082669154316e+01,4.030955210164846925e+00
-5.591551486900365164e+66,2.368031807654131349e+00,3.099203366390927883e+01,4.030955210164846925e+00
6.926589594437496052e-310,0.000000000000000000e+00,3.073675595037644115e+01,4.030955210164846925e+00
6.926512816070921224e-310,0.000000000000000000e+00,3.126217747481187104e+01,4.678000000000000114e+01
-3.724479970403272832e-303,0.000000000000000000e+00,3.064484105977487971e+01,4.714999999999999858e+01
6.926589593649362534e-310,0.000000000000000000e+00,2.923216467860486413e-317,4.752000000000000313e+01
6.926512815485947499e-310,0.000000000000000000e+00,2.923951637541498188e-317,4.785000000000000142e+01
-8.625388011455733213e-107,0.000000000000000000e+00,2.909912268149273326e-317,4.785000000000000142e+01
6.926589594443820093e-310,0.000000000000000000e+00,1.185757550018991706e-322,4.784000000000000341e+01
6.926512814262245707e-310,0.000000000000000000e+00,0.000000000000000000e+00,4.784000000000000341e+01
4.480969841284320626e-252,0.000000000000000000e+00,2.518365737885731281e-317,4.797999999999999687e+01
6.926589594434334032e-310,0.000000000000000000e+00,0.000000000000000000e+00,-5.591551486900365164e+66
6.926512815470137398e-310,0.000000000000000000e+00,1.173836734116134109e-316,6.926589594437496052e-310
4.489297892956396726e-155,0.000000000000000000e+00,4.786065294091322763e-317,6.926545207302406408e-310
6.926589594415361911e-310,0.000000000000000000e+00,4.683536791266347280e-317,-3.724479970403272832e-303
6.926512815960250519e-310,0.000000000000000000e+00,6.926545197345205008e-310,6.926589593649362534e-310
3.816606800964568112e+94,0.000000000000000000e+00,0.000000000000000000e+00,6.926545206341152287e-310
6.926589593653315059e-310,0.000000000000000000e+00,0.000000000000000000e+00,-8.625388011455733213e-107
6.926512815621914365e-310,0.000000000000000000e+00,7.905050333459944707e-323,6.926589594443820093e-310
-6.404920274042142059e-256,0.000000000000000000e+00,2.906734437915222428e-317,6.926545206315856126e-310
6.926589593673077685e-310,0.000000000000000000e+00,2.924773762776178022e-317,4.480969841284320626e-252
6.926512815612428304e-310,0.000000000000000000e+00,2.938394164500729507e-317,6.926589594434334032e-310
-9.209192820639234379e+173,0.000000000000000000e+00,2.711155587615089936e-317,6.926545206426526831e-310
6.926589594424847972e-310,0.000000000000000000e+00,0.000000000000000000e+00,4.489297892956396726e-155
6.926545206451822992e-310,0.000000000000000000e+00,6.926589574964985566e-310,6.926589594415361911e-310
-3.762220945525877362e-244,0.000000000000000000e+00,0.000000000000000000e+00,6.926545206369610469e-310
6.926589594418523931e-310,0.000000000000000000e+00,0.000000000000000000e+00,3.816606800964568112e+94
6.926545206315856126e-310,0.000000000000000000e+00,0.000000000000000000e+00,6.926589593653315059e-310
-5.196634013507979034e+03,0.000000000000000000e+00,0.000000000000000000e+00,6.926545206394906630e-310
6.926589594440658072e-310,0.000000000000000000e+00,0.000000000000000000e+00,-6.404920274042142059e-256
6.926512815644048506e-310,0.000000000000000000e+00,1.491584184794723317e-320,6.926589593673077685e-310
4.429389331978517754e+297,0.000000000000000000e+00,0.000000000000000000e+00,6.926545199583915262e-310
6.926589594459630193e-310,0.000000000000000000e+00,0.000000000000000000e+00,-9.209192820639234379e+173
6.926545207419401153e-310,0.000000000000000000e+00,0.000000000000000000e+00,6.926589594424847972e-310
9.510883223327018652e-91,0.000000000000000000e+00,0.000000000000000000e+00,6.926545197332556927e-310
6.926589593645410009e-310,0.000000000000000000e+00,0.000000000000000000e+00,-3.762220945525877362e-244
6.926512815508081640e-310,0.000000000000000000e+00,0.000000000000000000e+00,6.926589594418523931e-310
2.608234583769953316e+196,0.000000000000000000e+00,0.000000000000000000e+00,6.926545197361015109e-310
