Ts (degC),I (a.u.),P (W),q (slm)
3.406000000000000227e+01,2.305476788759404982e+01,4.367418263319908789e+00,3.183178330635338504e+00
3.861999999999999744e+01,2.826887866842116637e+01,4.323423174618659104e+00,3.216399512026677954e+00
4.089000000000000057e+01,2.990872368909758805e+01,4.278961880292576403e+00,3.249976530479452563e+00
4.128000000000000114e+01,3.038892770601549387e+01,3.983063623925527263e+00,3.007231487241907697e+00
4.146999999999999886e+01,3.015193245075133888e+01,3.763073458136386051e+00,3.063039571942688610e+00
4.203999999999999915e+01,3.053467984548927561e+01,3.792832099283556246e+00,3.056649088322984653e+00
4.257000000000000028e+01,2.977509798834640620e+01,3.720899025085794953e+00,3.073285929293678276e+00
4.296999999999999886e+01,3.021416442105203970e+01,3.704694699052160978e+00,3.082829362613473290e+00
4.342000000000000171e+01,3.025169840150423894e+01,3.714318164634219599e+00,3.077165136602763695e+00
4.384000000000000341e+01,3.030759039436124169e+01,3.715289835304921517e+00,3.076590547249463015e+00
4.417000000000000171e+01,2.979752114172964639e+01,3.716649192758379350e+00,3.075791372209847108e+00
4.447999999999999687e+01,3.043456240375998689e+01,3.705759610847829677e+00,3.082202272710124813e+00
4.467999999999999972e+01,3.042778552631635236e+01,3.719618186474414667e+00,3.074041353874921612e+00
4.517999999999999972e+01,3.062250331541367387e+01,3.719544575059967606e+00,3.074082187636069552e+00
4.536999999999999744e+01,3.043991689248061405e+01,3.723926907933388097e+00,3.071503827289279176e+00
4.559000000000000341e+01,3.011463006015011246e+01,3.720054947533467882e+00,3.073784684519132337e+00
4.593999999999999773e+01,3.073841978383448748e+01,3.713115844864915971e+00,3.077870977331183866e+00
4.618999999999999773e+01,3.050278121804565856e+01,3.726699604544231104e+00,3.069867560146123608e+00
4.650999999999999801e+01,3.019039443308217585e+01,3.721703843217083918e+00,3.072810507646023481e+00
4.670000000000000284e+01,3.068244895187920562e+01,3.715078815916839972e+00,3.076713048532908168e+00
4.700999999999999801e+01,3.006343063609066846e+01,3.725767193294567292e+00,3.070418815921625022e+00
4.709000000000000341e+01,3.086314652142917225e+01,3.712517138694078955e+00,3.078220980998168876e+00
4.725000000000000000e+01,3.035218211654137122e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.732999999999999829e+01,3.063558896315842972e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.736999999999999744e+01,3.061253181203057849e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.728000000000000114e+01,3.077722340225571074e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.735999999999999943e+01,3.048553023796970152e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.740999999999999659e+01,3.087357299210530925e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.747999999999999687e+01,3.040402046579002260e+01,3.059882705254954490e-297,9.082886154789935964e-298
6.926589593649362534e-310,1.816653059494764291e-297,4.780103369588093086e-297,1.816653059494764291e-297
6.926545197335718948e-310,2.103280189346644854e-297,5.353520953406695320e-297,2.103280189346644854e-297
-8.625388011455733213e-107,1.185392956456585921e-296,3.059557805497130594e-296,1.185392956456585921e-296
6.926589594443820093e-310,3.383561276652512200e-292,2.676760476013576801e-297,3.383561276652512200e-292
6.926545197348367028e-310,5.339987976095053788e-281,6.119683747629192765e-297,5.339987976095053788e-281
4.480969841284320626e-252,4.971294088346031176e-297,1.185392373291430393e-296,4.971294088346031176e-297
6.926589594434334032e-310,4.971369916593269927e-297,1.606237691754583031e-296,4.971369916593269927e-297
6.926545197338880968e-310,2.963393438985562401e-297,1.242792899507455734e-297,2.963393438985562401e-297
4.489297892956396726e-155,3.824473504955161357e-297,6.502117681846077693e-297,3.824473504955161357e-297
6.926589594415361911e-310,5.507692619002784341e-296,1.290604431961564684e-297,5.507692619002784341e-296
6.926545197361015109e-310,6.453011228743182817e-298,6.119695412534405377e-297,6.453011228743182817e-298
3.816606800964568112e+94,1.003869392202132930e-297,2.676722561978808275e-297,1.003869392202132930e-297
6.926589593653315059e-310,2.676729852767061320e-297,3.442191228657440856e-297,2.676729852767061320e-297
6.926545197342042988e-310,1.223877251659607185e-295,2.772304797115481609e-297,1.223877251659607185e-295
-6.404920274042142059e-256,4.971369920286942781e-297,2.676756101785381876e-297,4.971369920286942781e-297
6.926589593673077685e-310,1.721063532657552537e-297,5.544612512237347866e-297,1.721063532657552537e-297
6.926545197351529048e-310,2.294450493407640106e-297,2.007735869045748301e-297,2.294450493407640106e-297
-9.209192820639234379e+173,4.588924317115206066e-297,2.963438645032367464e-297,4.588924317115206066e-297
6.926589594424847972e-310,5.735782814340255714e-297,1.032473629616602363e-296,5.735782814340255714e-297
6.926545199403680115e-310,1.453369110705542379e-296,7.266483911383432014e-297,1.453369110705542379e-296
-3.762220945525877362e-244,5.497393023953371440e-298,2.581160742206287578e-297,5.497393023953371440e-298
6.926589594418523931e-310,9.942442356832155271e-297,8.413365744960615202e-297,9.942442356832155271e-297
6.926545197357853088e-310,3.671204783177904127e-296,3.824444339844073315e-297,3.671204783177904127e-296
-5.196634013507979034e+03,8.565703522215778382e-296,2.676741519585840166e-297,8.565703522215778382e-296
6.926589594440658072e-310,8.795782176568591107e-297,1.147239099702155325e-297,8.795782176568591107e-297
6.926545197373663189e-310,6.119213606379899271e-296,1.195001052437526809e-297,6.119213606379899271e-296
4.429389331978517754e+297,2.753860309345722621e-296,1.529936976886216818e-297,2.753860309345722621e-296
6.926589594459630193e-310,1.566666812001381759e-293,7.649539062435734895e-298,1.566666812001381759e-293
6.926545197367339149e-310,1.203103473769887011e-290,2.198920753859982841e-297,1.203103473769887011e-290
9.510883223327018652e-91,4.741802821210641522e-296,1.194991574123535600e-297,4.741802821210641522e-296
6.926589593645410009e-310,4.588798907235338932e-296,2.103351643054464895e-297,4.588798907235338932e-296
6.926545199419490215e-310,3.917161295575402728e-295,7.266419752891776257e-297,3.917161295575402728e-295
2.608234583769953316e+196,3.916699883070183871e-294,1.529896147225930020e-297,3.916699883070183871e-294
6.926589594453306153e-310,8.224946417120972808e-294,4.397780261493980252e-297,8.224946417120972808e-294
6.926545199413166175e-310,5.327643387480252988e-293,2.390050226324889261e-297,5.327643387480252988e-293
4.443413081140930603e+234,3.133195052998798216e-292,1.511586879827403254e-286,3.133195052998798216e-292
6.926589593657267584e-310,2.807231756471039378e-291,1.028132488601607881e-294,2.807231756471039378e-291
6.926545199410004155e-310,8.021527356883852652e-290,1.108938834810010751e-296,8.021527356883852652e-290
-8.972250999444160790e+82,6.984451677230278735e-288,1.433925288321032825e-297,6.984451677230278735e-288
6.926589592296808422e-310,3.023283997691619092e-286,2.390022519749699174e-297,3.023283997691619092e-286
6.926545199571267182e-310,2.558074615387883874e-283,2.581163659055600547e-297,2.558074615387883874e-283
-3.620479299606593235e+40,5.814811980427219262e-282,2.867852033976434924e-297,5.814811980427219262e-282
6.926589594431172012e-310,2.977296377937575320e-279,3.059865205093532326e-297,2.977296377937575320e-279
6.926545199416328195e-310,6.175440954915530676e-279,4.015515484245088627e-297,6.175440954915530676e-279
1.758222557329202236e-250,1.412482962242408356e-278,2.485613504855817675e-297,1.412482962242408356e-278
6.926589593665172635e-310,1.585490782405572889e-280,6.213968140706304341e-298,1.585490782405572889e-280
6.926545199425814256e-310,3.997157441810249496e-280,1.386135628865842981e-297,3.997157441810249496e-280
4.244147366198528835e-129,9.992883088573927696e-281,4.397835675000357304e-297,9.992883088573927696e-281
6.926558891863890981e-310,5.814887505307359751e-282,1.147232537592208043e-297,5.814887505307359751e-282
6.926545199438462336e-310,9.255307340053013963e-285,3.059836039092406593e-297,9.255307340053013963e-285
-4.952944263889364226e-14,1.177666657009373539e-284,4.206671204370973694e-297,1.177666657009373539e-284
6.926589594446982113e-310,2.366612224353850646e-286,1.147219413361189467e-297,2.366612224353850646e-286
6.926545199422652236e-310,1.051939890003048268e-286,2.294440284323757071e-297,1.051939890003048268e-286
-6.179842176189503226e+106,1.561202080696793235e-287,1.625481298121642694e-297,1.561202080696793235e-287
6.926589593669125160e-310,2.793830777738816848e-287,3.059795209076103224e-297,2.793830777738816848e-287
6.926545199457434457e-310,2.977560077572574551e-288,5.019419872954005820e-298,2.977560077572574551e-288
