Ts (degC),I (a.u.),P (W),q (slm)
3.234000000000000341e+01,2.207469935375945624e+01,2.784220691590872931e+00,3.996192279369170208e+00
3.575999999999999801e+01,2.814389241879673520e+01,3.999123058486951265e+00,3.452571584612575073e+00
3.842999999999999972e+01,2.954077669248065519e+01,3.001222451003534797e+00,3.730542024495782538e+00
3.907000000000000028e+01,2.953719444097760416e+01,2.129391314540257873e+00,4.229417660515253807e+00
3.910999999999999943e+01,2.932843672255654610e+01,1.987326057915648203e+00,4.428428692941738909e+00
3.863000000000000256e+01,2.801105018157871385e+01,1.938343710212874882e+00,4.578765057948212203e+00
3.759000000000000341e+01,2.783966219548866050e+01,2.222621491462144938e+00,4.231994577501634325e+00
3.742000000000000171e+01,2.845724991014989769e+01,2.236382750030223576e+00,4.209162853137749849e+00
3.789000000000000057e+01,2.848089342706713367e+01,2.363067544521400443e+00,4.125887477721307484e+00
3.829999999999999716e+01,2.872076466691790131e+01,2.211070721452333743e+00,4.200205846652431241e+00
3.861999999999999744e+01,2.834239119962348141e+01,2.107565953125476010e+00,4.286989428715549444e+00
3.889999999999999858e+01,2.789912165751880480e+01,1.887389281295919652e+00,4.649236027044481467e+00
3.875000000000000000e+01,2.666975404172932684e+01,1.815909748217553688e+00,4.771914861822146747e+00
3.828000000000000114e+01,2.708121857781947739e+01,2.099840614201551325e+00,4.578512189537176980e+00
3.786999999999999744e+01,2.782196117556383541e+01,2.230153712711564928e+00,4.263559742245234041e+00
3.825999999999999801e+01,2.846713107706706936e+01,2.041632543957395463e+00,4.458208843922069065e+00
3.875999999999999801e+01,2.774105255150377403e+01,2.002188095986995986e+00,4.419567834110814886e+00
3.877000000000000313e+01,2.774747629548867778e+01,1.944219408560219575e+00,4.502596747487023876e+00
3.867000000000000171e+01,2.724308838533832500e+01,1.894026647417384801e+00,4.636341038844099316e+00
3.843999999999999773e+01,2.700709832857141635e+01,1.914318936386345760e+00,4.635495763005571312e+00
3.810999999999999943e+01,2.649259437669169870e+01,2.040249990400829994e+00,4.521312277789942158e+00
3.853000000000000114e+01,2.774297261203003373e+01,1.937719778329064724e+00,4.635366245831033183e+00
3.852000000000000313e+01,2.771251444060155222e+01,1.903970228815860422e+00,4.539422150770099584e+00
3.839000000000000057e+01,2.625841597669166561e+01,1.887353636402766099e+00,4.640993625116687227e+00
3.853000000000000114e+01,2.676850165413533134e+01,2.095865690668378356e+00,4.538051365257841141e+00
3.832000000000000028e+01,2.771714131015039229e+01,1.821274627310061289e+00,4.825599871705366084e+00
3.861999999999999744e+01,2.698958783646623516e+01,1.823592355693919753e+00,4.787261264359010227e+00
3.817000000000000171e+01,2.625053042443613194e+01,1.759191620095590380e+00,4.881916494673899543e+00
3.825999999999999801e+01,2.599309120563902198e+01,2.105274114050090351e+00,4.349630718338520552e+00
3.789999999999999858e+01,2.760448845187975309e+01,1.908742519738655385e+00,4.607978807488595230e+00
3.838000000000000256e+01,2.725982362631582490e+01,2.139347907834173945e+00,4.185343106106576450e+00
3.886999999999999744e+01,2.819708417255656130e+01,1.942033283161896051e+00,4.466440479304234046e+00
3.885000000000000142e+01,2.754319105338339213e+01,1.845550086198754158e+00,4.588443989586801663e+00
3.867000000000000171e+01,2.670605780375937499e+01,1.826938301800029585e+00,4.747064521665589787e+00
3.850999999999999801e+01,2.708735653007519417e+01,2.040307279196491574e+00,4.630251927691476865e+00
3.824000000000000199e+01,2.740902661879689717e+01,1.890561237905777459e+00,4.667518433380362097e+00
3.877000000000000313e+01,2.706085673834580163e+01,2.039092461432661096e+00,4.437707498483145052e+00
3.860000000000000142e+01,2.757939462406009312e+01,1.855647727968371630e+00,4.632492627564669618e+00
3.853000000000000114e+01,2.684337087481197415e+01,1.843989283124536804e+00,4.701850769470023117e+00
3.831000000000000227e+01,2.653192523157899885e+01,1.841876867478538848e+00,4.744117940017170909e+00
3.799000000000000199e+01,2.658105677180448367e+01,1.992093513274598937e+00,4.617908189028741006e+00
3.800000000000000000e+01,2.740528504661650544e+01,2.198308487668183986e+00,4.341589125175155495e+00
3.884000000000000341e+01,2.804910811353412825e+01,1.869514067600023477e+00,4.713218137753842463e+00
3.925000000000000000e+01,2.730600034285718891e+01,1.747591012657396581e+00,4.842624515839118793e+00
3.881000000000000227e+01,2.658935458684214481e+01,1.642381208613853394e+00,5.148973498124557402e+00
3.799000000000000199e+01,2.600697509924812678e+01,1.941528939646909979e+00,4.650960457801502912e+00
3.767999999999999972e+01,2.723701941729319742e+01,1.974417701296594441e+00,4.511509645586425421e+00
3.825999999999999801e+01,2.742456941842099738e+01,1.887104771040241546e+00,4.755075638800848381e+00
3.827000000000000313e+01,2.654008179323308170e+01,1.810750162909651406e+00,4.732042068432609661e+00
3.813000000000000256e+01,2.709404142857143682e+01,1.815252524892536190e+00,4.777257280089336255e+00
3.800000000000000000e+01,2.719920128759402900e+01,1.833165949052163679e+00,4.729260064427703192e+00
3.803999999999999915e+01,2.721162501541352796e+01,1.862230690007225853e+00,4.689125498666147251e+00
3.792999999999999972e+01,2.652069887255631997e+01,1.822292113569020433e+00,4.750427986886019305e+00
3.779999999999999716e+01,2.714827123045116508e+01,1.886896084494004810e+00,4.684281097890942824e+00
3.772999999999999687e+01,2.661072819473690743e+01,1.983143395083773353e+00,4.424382757983222447e+00
3.809000000000000341e+01,2.747583289924811822e+01,1.905539535040295496e+00,4.590403514505099203e+00
3.853000000000000114e+01,2.746561666616543818e+01,1.866741469315568613e+00,4.547767071869617261e+00
3.846999999999999886e+01,2.719598038195482914e+01,1.828360100661608367e+00,4.621011511554227624e+00
3.846000000000000085e+01,2.683190307105259365e+01,1.806162749343328100e+00,4.770099727987285654e+00
3.834000000000000341e+01,2.680903316278192250e+01,1.784540470045341332e+00,4.830757166613085296e+00
3.829999999999999716e+01,2.658183202293230352e+01,1.811687532191236905e+00,4.790808814986858621e+00
3.813000000000000256e+01,2.723462467969929435e+01,1.796514854292065921e+00,4.810542714583784019e+00
3.821999999999999886e+01,2.687726183195489682e+01,1.927885138530433640e+00,4.532368129730746986e+00
3.806000000000000227e+01,2.700672877030074659e+01,1.802474450816331952e+00,4.775687995962134558e+00
3.793999999999999773e+01,2.634204454962403119e+01,1.842980937928388352e+00,4.728737852077388837e+00
3.767999999999999972e+01,2.638169733082705193e+01,1.881281722914399435e+00,4.695041399331657317e+00
3.806000000000000227e+01,2.690888780751869547e+01,2.012513575832406865e+00,4.566873729675996252e+00
3.817000000000000171e+01,2.726841708796985841e+01,1.878020394662764936e+00,4.562127202156828432e+00
3.822999999999999687e+01,2.726009792067663184e+01,1.735312192551272670e+00,4.973279562373116747e+00
3.807000000000000028e+01,2.652873389060148313e+01,1.757530229165781277e+00,4.893887072831629936e+00
3.734000000000000341e+01,2.636407515000003698e+01,1.930749837998950724e+00,4.730970187779632852e+00
3.743999999999999773e+01,2.681257599473690334e+01,2.012047493332731030e+00,4.435159082944583275e+00
3.764000000000000057e+01,2.753227840827061002e+01,1.795577966824940530e+00,4.886727835488989591e+00
3.803999999999999915e+01,2.700484320187970511e+01,1.915059498442343244e+00,4.473727580742224319e+00
3.767000000000000171e+01,2.686591885676694247e+01,1.872611999263167126e+00,4.550234211948589902e+00
3.765999999999999659e+01,2.672549328383452405e+01,2.036193495654686991e+00,4.508102637655361455e+00
3.796999999999999886e+01,2.814675854849593861e+01,1.866279827304756500e+00,4.658709106319908422e+00
3.815999999999999659e+01,2.708797738796992149e+01,1.850377976535275915e+00,4.525573748110810257e+00
3.806000000000000227e+01,2.695203086127812853e+01,1.720219534470024847e+00,5.019915552036959383e+00
3.797999999999999687e+01,2.608809888834589330e+01,1.790899299775915221e+00,4.849236938880039816e+00
