Ts (degC),I (a.u.),P (W),q (slm)
3.167000000000000171e+01,2.228818249060152112e+01,4.394646986397454214e+00,3.204629232516141624e+00
3.564000000000000057e+01,2.765552362781951246e+01,5.021072901327767291e+00,2.595017585147381567e+00
3.846999999999999886e+01,2.850830972330764723e+01,4.137262121022106776e+00,3.242044207923683530e+00
3.896000000000000085e+01,2.937611795187919839e+01,3.901702683018646312e+00,3.426567495384210016e+00
3.907000000000000028e+01,2.907072156691789644e+01,3.429954358445298279e+00,3.441722627722015204e+00
3.914000000000000057e+01,2.868626434924839685e+01,3.794139719214570494e+00,3.449817616862384195e+00
3.934000000000000341e+01,2.890092678759346256e+01,3.772704090768237428e+00,3.458602146856161408e+00
3.968999999999999773e+01,2.935862716954872553e+01,3.478413461799553463e+00,3.487045164100271766e+00
3.984000000000000341e+01,2.916349547518851182e+01,3.352981916016904762e+00,3.515489966686703216e+00
4.034000000000000341e+01,2.974764884248069663e+01,3.764132442904774223e+00,3.475763525396951437e+00
4.057000000000000028e+01,2.912170418345914413e+01,3.284047326284167845e+00,3.522974978404981972e+00
4.084000000000000341e+01,2.928671113007569105e+01,3.710229053912988295e+00,3.497320083720896644e+00
4.118999999999999773e+01,2.986529155864695184e+01,3.456835377408418619e+00,3.564265745927127860e+00
4.131000000000000227e+01,2.953755578684223337e+01,3.526280746097111063e+00,3.535745062303227382e+00
4.164000000000000057e+01,2.903287715751921283e+01,3.364943259658268904e+00,3.584045079213836527e+00
4.202000000000000313e+01,2.965002797217985631e+01,3.292295149785943842e+00,3.672868138848406794e+00
4.214000000000000057e+01,2.975087467556357979e+01,3.199780652283480187e+00,3.642840951919116055e+00
4.227000000000000313e+01,2.915318562067681896e+01,3.172796039661252454e+00,3.643218574637455465e+00
4.245000000000000284e+01,2.996721737217994885e+01,3.231266214257759728e+00,3.715324428077475538e+00
4.272999999999999687e+01,2.938227725639132615e+01,3.099231699427212217e+00,3.649071569091706824e+00
4.292999999999999972e+01,2.932326947669187689e+01,3.164550874984123130e+00,3.730273477524128634e+00
4.300000000000000000e+01,2.974016734060215583e+01,2.997865793826519631e+00,3.881548143037012455e+00
4.313000000000000256e+01,2.969703414172968436e+01,3.040547457805043319e+00,3.771210110215371003e+00
4.321000000000000085e+01,2.937375934887264606e+01,3.065918667271306131e+00,3.769503067959846465e+00
4.331000000000000227e+01,2.973038472255654696e+01,3.096277492517400365e+00,3.816250101682395535e+00
4.346999999999999886e+01,2.964377504624030735e+01,3.092570296026429411e+00,3.753550561888006953e+00
4.367999999999999972e+01,2.961565576804575173e+01,3.104004084601600599e+00,3.769004935974645143e+00
4.367000000000000171e+01,2.949165664962341538e+01,3.088281152696191967e+00,3.792302194158268858e+00
4.384000000000000341e+01,2.938874534736786615e+01,3.097324146143168644e+00,3.810751285560399548e+00
4.389000000000000057e+01,3.023955882293258313e+01,3.089787686189719995e+00,3.843220261709999086e+00
4.389999999999999858e+01,2.937846505751930337e+01,2.981794616499027661e+00,3.754949554726183081e+00
4.414000000000000057e+01,3.013751639323353260e+01,3.102303153800077151e+00,3.807190363058733595e+00
4.442999999999999972e+01,2.929478064022497108e+01,3.047891778160180642e+00,3.746491514967826397e+00
4.447999999999999687e+01,2.994742875864697496e+01,3.070960063877544943e+00,3.825897205391516565e+00
4.461999999999999744e+01,2.954873122894768755e+01,3.063247738182358848e+00,3.767109673409779536e+00
