Ts (degC),I (a.u.),P (W),q (slm)
3.521999999999999886e+01,2.206807029962400790e+01,4.367418263319908789e+00,3.183178330635338504e+00
4.006000000000000227e+01,2.926314480977502797e+01,4.230864182092804349e+00,3.286301077718060792e+00
4.218999999999999773e+01,2.986661047105203082e+01,4.341806398519928223e+00,3.679894784728976909e+00
4.263000000000000256e+01,3.074420624511279243e+01,3.727440626116332645e+00,3.076123875693483001e+00
4.290999999999999659e+01,3.073899136729280812e+01,3.725629785320932363e+00,3.070497566746696716e+00
4.342999999999999972e+01,3.079522335375990139e+01,3.725619970465672726e+00,3.070506316838371497e+00
4.399000000000000199e+01,3.046542298308237307e+01,3.727018587340168665e+00,3.069677974826506617e+00
4.442000000000000171e+01,3.020708861203061346e+01,3.720104021809765626e+00,3.073752600849658734e+00
4.489999999999999858e+01,2.986435534436140316e+01,3.714686221706455349e+00,3.076943467613673100e+00
4.524000000000000199e+01,2.963370499398466151e+01,3.707462488235374387e+00,3.081198928864767428e+00
4.564999999999999858e+01,2.978654443984966704e+01,3.702609042309491727e+00,3.084060208842370976e+00
4.592000000000000171e+01,3.019249188157866470e+01,3.706054056505618810e+00,3.082030187573857383e+00
4.604999999999999716e+01,3.026057108496248205e+01,3.714911963377426574e+00,3.076812216238553610e+00
4.639999999999999858e+01,3.073852490263226045e+01,3.716428358515037722e+00,3.075919706887741523e+00
4.657000000000000028e+01,3.091052224924856162e+01,3.726871364511274543e+00,3.069768392440477722e+00
4.674000000000000199e+01,3.027233946278138177e+01,3.730645176358598825e+00,3.067545869155122062e+00
4.715999999999999659e+01,3.112205576090271819e+01,3.716933823560908401e+00,3.075622203770804308e+00
4.732999999999999829e+01,3.061486906278157605e+01,3.735420103442404383e+00,3.064731256333116605e+00
4.754999999999999716e+01,3.027419382406081994e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.786999999999999744e+01,3.028565505789412882e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.803000000000000114e+01,3.091424082669154316e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.799000000000000199e+01,3.099203366390927883e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.813000000000000256e+01,3.073675595037644115e+01,4.030955210164846925e+00,3.548089237136822227e+00
4.825999999999999801e+01,3.126217747481187104e+01,4.678000000000000114e+01,7.854938507080078125e-03
6.926512816159457787e-310,3.064484105977487971e+01,4.714999999999999858e+01,0.000000000000000000e+00
-5.591551486900365164e+66,2.923216467860486413e-317,4.752000000000000313e+01,0.000000000000000000e+00
6.926589594437496052e-310,2.923951637541498188e-317,4.785000000000000142e+01,0.000000000000000000e+00
6.926512816099379405e-310,2.909912268149273326e-317,4.785000000000000142e+01,0.000000000000000000e+00
-3.724479970403272832e-303,1.185757550018991706e-322,4.784000000000000341e+01,0.000000000000000000e+00
6.926589593649362534e-310,0.000000000000000000e+00,4.784000000000000341e+01,0.000000000000000000e+00
6.926545199583915262e-310,2.518365737885731281e-317,4.797999999999999687e+01,0.000000000000000000e+00
-8.625388011455733213e-107,0.000000000000000000e+00,-5.591551486900365164e+66,0.000000000000000000e+00
6.926589594443820093e-310,1.173836734116134109e-316,6.926589594437496052e-310,0.000000000000000000e+00
6.926512815508081640e-310,4.786065294091322763e-317,6.926545207302406408e-310,0.000000000000000000e+00
4.480969841284320626e-252,4.683536791266347280e-317,-3.724479970403272832e-303,0.000000000000000000e+00
6.926589594434334032e-310,6.926545197345205008e-310,6.926589593649362534e-310,0.000000000000000000e+00
6.926512815612428304e-310,0.000000000000000000e+00,6.926545206341152287e-310,0.000000000000000000e+00
4.489297892956396726e-155,0.000000000000000000e+00,-8.625388011455733213e-107,0.000000000000000000e+00
6.926589594415361911e-310,7.905050333459944707e-323,6.926589594443820093e-310,0.000000000000000000e+00
6.926512815644048506e-310,2.906734437915222428e-317,6.926545206315856126e-310,0.000000000000000000e+00
3.816606800964568112e+94,2.924773762776178022e-317,4.480969841284320626e-252,0.000000000000000000e+00
6.926589593653315059e-310,2.938394164500729507e-317,6.926589594434334032e-310,0.000000000000000000e+00
6.926545206451822992e-310,2.711155587615089936e-317,6.926545206426526831e-310,0.000000000000000000e+00
-6.404920274042142059e-256,0.000000000000000000e+00,4.489297892956396726e-155,0.000000000000000000e+00
6.926589593673077685e-310,6.926589574964985566e-310,6.926589594415361911e-310,0.000000000000000000e+00
6.926545207419401153e-310,0.000000000000000000e+00,6.926545206369610469e-310,0.000000000000000000e+00
-9.209192820639234379e+173,0.000000000000000000e+00,3.816606800964568112e+94,0.000000000000000000e+00
6.926589594424847972e-310,0.000000000000000000e+00,6.926589593653315059e-310,0.000000000000000000e+00
6.926545208488163958e-310,0.000000000000000000e+00,6.926545206394906630e-310,0.000000000000000000e+00
-3.762220945525877362e-244,0.000000000000000000e+00,-6.404920274042142059e-256,0.000000000000000000e+00
6.926589594418523931e-310,1.491584184794723317e-320,6.926589593673077685e-310,0.000000000000000000e+00
6.926545206315856126e-310,0.000000000000000000e+00,6.926545199583915262e-310,0.000000000000000000e+00
-5.196634013507979034e+03,0.000000000000000000e+00,-9.209192820639234379e+173,0.000000000000000000e+00
6.926589594440658072e-310,0.000000000000000000e+00,6.926589594424847972e-310,0.000000000000000000e+00
6.926545208409113455e-310,0.000000000000000000e+00,6.926545197332556927e-310,0.000000000000000000e+00
4.429389331978517754e+297,0.000000000000000000e+00,-3.762220945525877362e-244,0.000000000000000000e+00
6.926589594459630193e-310,0.000000000000000000e+00,6.926589594418523931e-310,0.000000000000000000e+00
6.926545206252615724e-310,0.000000000000000000e+00,6.926545197361015109e-310,0.000000000000000000e+00
9.510883223327018652e-91,0.000000000000000000e+00,-5.196634013507979034e+03,0.000000000000000000e+00
6.926589593645410009e-310,0.000000000000000000e+00,6.926589594440658072e-310,0.000000000000000000e+00
6.926512814262245707e-310,0.000000000000000000e+00,6.926545197357853088e-310,0.000000000000000000e+00
2.608234583769953316e+196,0.000000000000000000e+00,4.429389331978517754e+297,0.000000000000000000e+00
6.926589594453306153e-310,0.000000000000000000e+00,6.926589594459630193e-310,0.000000000000000000e+00
6.926512814290703889e-310,0.000000000000000000e+00,6.926545197373663189e-310,0.000000000000000000e+00
4.443413081140930603e+234,0.000000000000000000e+00,9.510883223327018652e-91,0.000000000000000000e+00
6.926589593657267584e-310,0.000000000000000000e+00,6.926589593645410009e-310,0.000000000000000000e+00
6.926545206312694106e-310,0.000000000000000000e+00,6.926545199425814256e-310,0.000000000000000000e+00
-8.972250999444160790e+82,0.000000000000000000e+00,2.608234583769953316e+196,0.000000000000000000e+00
6.926589592296808422e-310,0.000000000000000000e+00,6.926589594453306153e-310,0.000000000000000000e+00
6.926545206290559965e-310,0.000000000000000000e+00,6.926545199403680115e-310,0.000000000000000000e+00
