Ts (degC),I (a.u.),P (W),q (slm)
3.229999999999999716e+01,2.311022298045117651e+01,4.134124061226351898e+00,3.260304555352739442e+00
3.640999999999999659e+01,2.805181985000002598e+01,4.041785902943838771e+00,3.346172121653093967e+00
3.867999999999999972e+01,2.970459284022498281e+01,4.074449741247857304e+00,3.232677599238711785e+00
3.890999999999999659e+01,3.068311415676638987e+01,3.767912181779379033e+00,3.370439042564064014e+00
3.889999999999999858e+01,3.060283953045059491e+01,3.620296758674681481e+00,3.433906374177369436e+00
3.918999999999999773e+01,3.031784111954894456e+01,3.631603471933764649e+00,3.429052989995175604e+00
3.949000000000000199e+01,3.110413629097704913e+01,3.639141280773153575e+00,3.424572943057765606e+00
4.010000000000000142e+01,3.053568011654130032e+01,3.453836813471512279e+00,3.488786949160640027e+00
4.027000000000000313e+01,3.017593567105197039e+01,3.466399828203826861e+00,3.480573529775388586e+00
4.068999999999999773e+01,3.020141055451090750e+01,3.509114078293696704e+00,3.464893365494454258e+00
4.071000000000000085e+01,3.115304116879686092e+01,3.438761195792734426e+00,3.486920262936719084e+00
4.096000000000000085e+01,3.056893543345912079e+01,3.239637412285547136e+00,3.554867641487434504e+00
4.132000000000000028e+01,3.023245016428582943e+01,3.326322213938518235e+00,3.523880650170350126e+00
4.164000000000000057e+01,3.036325243984946809e+01,3.334488173514522646e+00,3.518653928743372017e+00
4.186999999999999744e+01,3.092579075451110171e+01,3.259110085120634714e+00,3.542547512409557786e+00
4.209000000000000341e+01,3.060476287593943923e+01,3.115263566435631848e+00,3.590708016986713158e+00
4.229999999999999716e+01,3.066811009097738250e+01,3.142902198846724282e+00,3.579881236887972662e+00
4.242000000000000171e+01,3.086948157142900584e+01,3.097675345810391168e+00,3.594068052189770768e+00
4.268999999999999773e+01,3.063694729511282233e+01,4.330107091050460433e+00,3.612361577184193706e+00
4.284000000000000341e+01,3.061353208308245399e+01,4.331363392523691402e+00,3.610121553715488929e+00
4.293999999999999773e+01,3.054536254323334887e+01,4.328222638840613534e+00,3.611241565449841318e+00
4.306000000000000227e+01,3.020352935526325666e+01,4.327594488103997605e+00,3.610868228205057484e+00
4.332000000000000028e+01,3.016511993233131861e+01,4.354604969778474555e+00,3.600041448106316988e+00
4.353999999999999915e+01,3.028517381090274796e+01,4.331363392523691402e+00,3.607134855757215597e+00
4.357000000000000028e+01,3.060880173721850639e+01,4.320684830001224164e+00,3.611988239939409873e+00
4.381000000000000227e+01,3.036305369962357048e+01,4.308121815268910026e+00,3.619454984835092759e+00
4.390999999999999659e+01,3.020275081917339222e+01,4.310634418215372854e+00,3.616841624121603704e+00
4.397999999999999687e+01,3.041600893609071221e+01,4.313147021161835681e+00,3.614228263408114650e+00
4.397999999999999687e+01,3.065233734398511700e+01,4.303724760112599412e+00,3.619828322079877037e+00
4.417999999999999972e+01,3.062269055827079356e+01,4.294930649799979072e+00,3.624681706262070868e+00
4.443999999999999773e+01,2.991741241466218426e+01,4.290533594643669346e+00,3.626548392485991812e+00
4.445000000000000284e+01,3.044907536766881861e+01,4.309378116742140996e+00,3.614228263408114650e+00
4.457000000000000028e+01,3.069462795000037048e+01,4.289277293170437488e+00,3.625801717996423257e+00
4.457000000000000028e+01,3.042223065488777323e+01,4.277342429174739280e+00,3.632148451157753755e+00
4.471000000000000085e+01,3.072176009699223442e+01,4.287392840960590590e+00,3.626175055241207534e+00
4.485999999999999943e+01,3.024421197217990454e+01,4.272317223281812737e+00,3.634388474626458976e+00
4.485000000000000142e+01,3.068941799962346906e+01,4.285508388750743691e+00,3.625801717996423257e+00
4.495000000000000284e+01,3.033261195300727309e+01,4.269804620335349910e+00,3.635135149116027087e+00
4.493999999999999773e+01,3.056087413571462719e+01,4.279855032121201219e+00,3.628788415954696589e+00
4.493999999999999773e+01,3.034644985714313137e+01,4.271689072545196808e+00,3.633268462892106143e+00
4.509000000000000341e+01,3.037135151466220151e+01,4.279855032121201219e+00,3.628788415954696589e+00
4.507999999999999829e+01,3.063914821992434412e+01,4.274201675491660524e+00,3.631028439423401366e+00
4.518999999999999773e+01,3.051990736954881456e+01,4.265407565179039295e+00,3.636628498095163753e+00
4.513000000000000256e+01,3.064795027669159566e+01,4.266663866652271153e+00,3.635135149116027087e+00
4.513000000000000256e+01,3.104345975037601946e+01,4.263523112969192397e+00,3.637375172584731864e+00
4.532000000000000028e+01,3.043438008834639419e+01,4.218296259932859726e+00,3.657535383803076190e+00
4.527000000000000313e+01,3.049373443157855590e+01,4.266035715915656112e+00,3.634761811871243253e+00
4.542000000000000171e+01,2.996221108947406719e+01,4.265407565179039295e+00,3.635508486360811364e+00
4.546999999999999886e+01,3.045097900338315711e+01,4.280483182857817148e+00,3.625801717996423257e+00
4.546000000000000085e+01,3.079898135075132615e+01,4.261010510022729569e+00,3.637001835339948030e+00
4.550000000000000000e+01,3.040746146390917559e+01,3.965151513076719425e+00,3.020622044201314083e+00
4.557999999999999829e+01,3.064889141842080988e+01,4.017288024215824649e+00,3.009048589613005475e+00
4.560000000000000142e+01,3.025660942030123834e+01,3.982739733701959661e+00,3.016515334508688362e+00
4.617999999999999972e+01,3.064911479586411147e+01,4.035504395577681258e+00,3.004941879920379755e+00
4.647999999999999687e+01,3.026047582105215028e+01,3.968920417496413666e+00,3.019502032466961694e+00
4.664999999999999858e+01,3.006023436766876600e+01,4.014775421269362710e+00,3.009421926857789309e+00
4.679999999999999716e+01,2.987087763721854117e+01,4.038016998524144086e+00,3.004568542675595477e+00
4.700999999999999801e+01,2.958851212368400141e+01,4.060630425042310421e+00,2.999715158493401646e+00
4.711999999999999744e+01,2.927486719812031168e+01,4.093922414082944883e+00,2.992248413597718759e+00
4.722999999999999687e+01,2.946961126691784116e+01,4.278598730647970250e+00,3.697855806239764398e+00
4.729999999999999716e+01,3.002574390488774370e+01,3.212624706791794175e-296,1.732650396483699690e-298
7.036980387766893815e-296,2.629102059435966977e-298,7.036980387766893815e-296,2.629102059435966977e-298
2.056193298752148810e-294,1.290565788569838624e-297,2.056193298752148810e-294,1.290565788569838624e-297
1.801579271023380087e-293,4.541526924296885029e-298,1.801579271023380087e-293,4.541526924296885029e-298
4.072806660042505357e-293,3.366294210174096899e-285,4.072806660042505357e-293,3.366294210174096899e-285
1.378687629247166789e-292,6.363786542596691731e-295,1.378687629247166789e-292,6.363786542596691731e-295
6.215839404865253316e-291,1.242809669510875272e-297,6.215839404865253316e-291,1.242809669510875272e-297
2.054262812776305473e-289,6.213818671759240255e-298,2.054262812776305473e-289,6.213818671759240255e-298
5.587756753474619798e-287,5.258196825802975620e-298,5.587756753474619798e-287,5.258196825802975620e-298
6.732723138921745776e-285,1.493709390913860191e-298,6.732723138921745776e-285,1.493709390913860191e-298
6.461201837778153780e-283,1.852083531990132328e-298,6.461201837778153780e-283,1.852083531990132328e-298
1.447623524903267064e-280,2.629072893362521505e-298,1.447623524903267064e-280,2.629072893362521505e-298
1.103105330859773926e-279,4.302410931881991194e-298,1.103105330859773926e-279,4.302410931881991194e-298
1.543790467695929671e-279,2.748526991053366984e-298,1.543790467695929671e-279,2.748526991053366984e-298
2.619993795076985543e-280,2.151249213118135771e-298,2.619993795076985543e-280,2.151249213118135771e-298
3.963574590316793832e-281,1.374255293181288423e-298,3.963574590316793832e-281,1.374255293181288423e-298
1.507570116369677376e-282,1.529871355786744333e-297,1.507570116369677376e-282,1.529871355786744333e-297
8.412920402314861196e-284,1.852089911680176759e-298,8.412920402314861196e-284,1.852089911680176759e-298
8.414332639021636157e-285,2.748536106179687569e-298,8.414332639021636157e-285,2.748536106179687569e-298
2.892025001766683663e-286,6.213771278242307238e-298,2.892025001766683663e-286,6.213771278242307238e-298
5.259724500820024872e-287,2.151265617975787350e-298,5.259724500820024872e-287,2.151265617975787350e-298
4.723574356440633907e-288,4.063648559775102549e-298,4.723574356440633907e-288,4.063648559775102549e-298
1.591349618352624142e-288,2.390162876841335878e-298,1.591349618352624142e-288,2.390162876841335878e-298
1.540035078753358151e-288,1.732628522964671861e-298,1.540035078753358151e-288,1.732628522964671861e-298
1.540017072517410825e-288,2.031811519979002704e-298,1.540017072517410825e-288,2.031811519979002704e-298
1.129602536300862646e-288,2.987451591876796077e-298,1.129602536300862646e-288,2.987451591876796077e-298
2.464450702366203827e-288,5.258091104644959326e-298,2.464450702366203827e-288,5.258091104644959326e-298
1.027149023179938353e-289,1.912341017207994864e-298,1.027149023179938353e-289,1.912341017207994864e-298
1.668463324679083486e-289,3.584785878065877265e-298,1.668463324679083486e-289,3.584785878065877265e-298
