Ts (degC),I (a.u.),P (W),q (slm)
3.625999999999999801e+01,2.105352772781955295e+01,4.239719296682562977e+00,3.291062830453510113e+00
3.686999999999999744e+01,2.453071299398495242e+01,4.253437570916722699e+00,3.306872073111985610e+00
4.029999999999999716e+01,2.886723949812030909e+01,3.995750120218031665e+00,3.373270817802553445e+00
4.210999999999999943e+01,2.930486875977493355e+01,3.734308608427214793e+00,3.489034704843207102e+00
4.267999999999999972e+01,2.913724698308235617e+01,3.580548067376661425e+00,3.543702358825448151e+00
4.275999999999999801e+01,2.889353233721864811e+01,3.533506979639305712e+00,3.560825276203886780e+00
4.332999999999999829e+01,2.910820134548925608e+01,3.527732239128640757e+00,3.563390563769476049e+00
4.372999999999999687e+01,2.923069266616477435e+01,3.479147385100440637e+00,3.580238696943759180e+00
4.404999999999999716e+01,2.919788574661705027e+01,2.874648842687343553e+00,3.690477674442574685e+00
4.456000000000000227e+01,2.907413792781997941e+01,3.021007950120830010e+00,3.633616389440251115e+00
4.478000000000000114e+01,2.976820449473628827e+01,3.371612497664846497e+00,3.618431646356349951e+00
4.477000000000000313e+01,2.904083826390913359e+01,3.342564696586692197e+00,3.627125714827447833e+00
4.515999999999999659e+01,2.964441889887270065e+01,3.346977671612044958e+00,3.627081832251040971e+00
4.536999999999999744e+01,3.018683681879667091e+01,3.296273892626258473e+00,3.643659778724416043e+00
4.557000000000000028e+01,3.014379888383426476e+01,3.266813621315177052e+00,3.653027937969744343e+00
4.554999999999999716e+01,2.957287734511269406e+01,3.240478066112600253e+00,3.662570074221084493e+00
4.571000000000000085e+01,2.984915582330767592e+01,3.245749580052536665e+00,3.661838604093884619e+00
4.589000000000000057e+01,2.923611942406072117e+01,3.222680286240987790e+00,3.669613047988227628e+00
4.609000000000000341e+01,2.927874838120354184e+01,3.200377358558016638e+00,3.679005230817011363e+00
4.617000000000000171e+01,2.995201128120352152e+01,3.171234929262680247e+00,3.689661069689504913e+00
4.614999999999999858e+01,2.953277452406072356e+01,3.156009335533477067e+00,3.693953214446029421e+00
4.631000000000000227e+01,3.000993995075136311e+01,3.160898322441871855e+00,3.692985464311732358e+00
4.639999999999999858e+01,2.966930084661704115e+01,3.134271629240483747e+00,3.702001815072341273e+00
4.672999999999999687e+01,2.964085964210538293e+01,3.121870766138636455e+00,3.707393133039512012e+00
4.671999999999999886e+01,2.959589507669163311e+01,2.541958550302366948e+00,3.749271453290445422e+00
4.696000000000000085e+01,2.948566323571450454e+01,2.538474096367813182e+00,3.757843496262751604e+00
4.696999999999999886e+01,2.962072446503694323e+01,2.535559207585621255e+00,3.793039066455544006e+00
4.703000000000000114e+01,2.939464513984939842e+01,2.523426665837867233e+00,3.778659963708612679e+00
4.715999999999999659e+01,2.939707601203054921e+01,2.539626838342694537e+00,3.809750567967115753e+00
4.710000000000000142e+01,2.984300637368421505e+01,2.532315270316794376e+00,3.821829591805468329e+00
4.722999999999999687e+01,2.955044926428596952e+01,2.531770445918700929e+00,3.747942671042908902e+00
4.717000000000000171e+01,2.908959860338300984e+01,4.750000000000000000e+01,6.119432926890398295e-296
0.000000000000000000e+00,2.952506964473615625e+01,6.940624246810298455e-310,1.879845595192455544e-293
0.000000000000000000e+00,2.930776445413511766e+01,6.940571044892710856e-310,1.411859313747184926e-289
0.000000000000000000e+00,2.899041080601529075e+01,5.524970584332767130e+194,5.384848989844234933e-295
0.000000000000000000e+00,2.965283661503695001e+01,6.940624246800812395e-310,3.721037060868295167e-294
0.000000000000000000e+00,2.929637877443574467e+01,6.940571042378904850e-310,1.529816234485961039e-296
0.000000000000000000e+00,2.934649416090281804e+01,-3.816045141925029590e-162,2.203144244176615415e-295
0.000000000000000000e+00,2.918355345563852410e+01,6.940624246781840274e-310,3.759335199296128955e-292
0.000000000000000000e+00,2.963139402293271729e+01,6.940571010341316858e-310,3.977459917941182709e-296
0.000000000000000000e+00,2.955850727706724257e+01,-1.394690531774093686e+190,3.059585805862189503e-296
0.000000000000000000e+00,2.939813705488774431e+01,6.940624246011888372e-310,2.080823247913335563e-295
0.000000000000000000e+00,4.518999999999999773e+01,6.940571044952789238e-310,3.916321791812213941e-293
0.000000000000000000e+00,4.521000000000000085e+01,-2.640957613206099480e-238,8.872457961416953500e-296
0.000000000000000000e+00,4.532999999999999829e+01,6.940624246031650997e-310,4.130074173920281527e-296
0.000000000000000000e+00,4.550000000000000000e+01,6.940571033139482020e-310,1.652022203217079374e-295
0.000000000000000000e+00,4.571000000000000085e+01,1.735914380506550433e-02,2.753850977279177683e-296
0.000000000000000000e+00,4.599000000000000199e+01,6.940624246791326335e-310,3.977072603784649159e-296
0.000000000000000000e+00,4.631000000000000227e+01,6.940571044908520956e-310,7.342123049426437106e-295
0.000000000000000000e+00,4.639000000000000057e+01,-1.447605154066300765e-129,4.588693915042662657e-296
0.000000000000000000e+00,4.664000000000000057e+01,6.940624246785002294e-310,8.871743994598306950e-296
0.000000000000000000e+00,4.677000000000000313e+01,6.940571044851604594e-310,1.468420876728286003e-294
0.000000000000000000e+00,4.685999999999999943e+01,-9.270054658278381727e+191,3.289937950085607419e-293
0.000000000000000000e+00,4.688000000000000256e+01,6.940624246807136435e-310,1.346214114031002599e-295
0.000000000000000000e+00,4.703000000000000114e+01,6.940571044981247419e-310,2.203226372314930107e-295
0.000000000000000000e+00,4.715999999999999659e+01,-7.451901497689995048e+226,1.028089183221550261e-294
0.000000000000000000e+00,4.710999999999999943e+01,6.940624246826108556e-310,6.893361689051289750e-293
0.000000000000000000e+00,4.700999999999999801e+01,6.940571031340292564e-310,6.016148119767525447e-292
0.000000000000000000e+00,4.699000000000000199e+01,-5.277488195758925754e-158,5.385173772703803401e-295
0.000000000000000000e+00,4.696999999999999886e+01,6.940624246003983321e-310,1.174884084451262958e-294
0.000000000000000000e+00,6.940579851299017478e-310,6.940571020662150574e-310,5.286695038302377623e-294
0.000000000000000000e+00,-3.816045141925029590e-162,4.835626216547253995e-132,1.691830333680712934e-292
0.000000000000000000e+00,6.940624246781840274e-310,6.940624246819784516e-310,7.018129085482103002e-292
0.000000000000000000e+00,6.940579857404878355e-310,6.940571020655826533e-310,7.519033560047522633e-292
0.000000000000000000e+00,-1.394690531774093686e+190,-2.581039748110268379e+130,1.403635755304027901e-291
0.000000000000000000e+00,6.940624246011888372e-310,6.940624246015840897e-310,4.211655753891887983e-291
0.000000000000000000e+00,6.940579851292693437e-310,6.940577431253232433e-310,4.723621325600530551e-288
0.000000000000000000e+00,-2.640957613206099480e-238,-1.980169337953281938e+247,4.764053536379454520e-287
0.000000000000000000e+00,6.940624246031650997e-310,6.940624244663286785e-310,2.838954213194049317e-285
0.000000000000000000e+00,6.940579857259425429e-310,6.940571003182503276e-310,1.480838912518440311e-283
0.000000000000000000e+00,1.735914380506550433e-02,1.279937323508120984e-14,1.895605155365785507e-281
0.000000000000000000e+00,6.940624246791326335e-310,6.940624246797650375e-310,2.824739966286059877e-278
0.000000000000000000e+00,6.940579851305341518e-310,6.940570997962008036e-310,3.531291467238024993e-279
0.000000000000000000e+00,-1.447605154066300765e-129,4.500055962060683986e+198,4.192454089649447213e-279
0.000000000000000000e+00,6.940624246785002294e-310,6.940624246023745947e-310,4.853361171398278095e-279
0.000000000000000000e+00,6.940579851280045357e-310,6.940571023198090721e-310,9.929191264318179068e-280
0.000000000000000000e+00,-9.270054658278381727e+191,-2.521566238428625863e+281,3.963485275155098277e-281
0.000000000000000000e+00,6.940624246807136435e-310,6.940593544217721263e-310,4.308772059026623174e-282
0.000000000000000000e+00,6.940579851289531417e-310,6.940571023112716177e-310,8.749389803000099766e-284
0.000000000000000000e+00,-7.451901497689995048e+226,-1.024353131468682133e+275,7.153226533402358809e-285
0.000000000000000000e+00,6.940624246826108556e-310,6.940624246813460475e-310,9.466761554896676334e-286
0.000000000000000000e+00,6.940579852930619867e-310,6.940571023169632539e-310,2.891910762121232340e-286
0.000000000000000000e+00,-5.277488195758925754e-158,-1.696627795099451270e+24,9.856785677202204162e-287
0.000000000000000000e+00,6.940624246003983321e-310,6.940624246027698472e-310,1.642988179091437754e-286
