Ts (degC),I (a.u.),P (W),q (slm)
3.234000000000000341e+01,2.233790203909770611e+01,1.624483105266136818e+00,5.257404096205252841e+00
3.543999999999999773e+01,2.511539359774439717e+01,2.795689777032175805e+00,4.073825682201843712e+00
3.653000000000000114e+01,2.956802052819495330e+01,1.916295532903472765e+00,4.401353684552534951e+00
3.775000000000000000e+01,2.864203397293245246e+01,1.669911353195626891e+00,5.035482298135837809e+00
3.709000000000000341e+01,2.646306913458646548e+01,1.574498636983852062e+00,5.324014222572441390e+00
3.606000000000000227e+01,2.556497026766910707e+01,1.597652837512541613e+00,5.312124002485032470e+00
3.557000000000000028e+01,2.498924447142857019e+01,1.779132098992790567e+00,5.067686258450237347e+00
3.557999999999999829e+01,2.580039859586463891e+01,1.832873754546448630e+00,4.990529473832570950e+00
3.582000000000000028e+01,2.608925848007515924e+01,1.696541966217431252e+00,5.011132266584505501e+00
3.614999999999999858e+01,2.647145728609019955e+01,1.748360393352339948e+00,4.967053584021394741e+00
3.571999999999999886e+01,2.578290124360899327e+01,1.712768214307957670e+00,5.047330788100255816e+00
3.578000000000000114e+01,2.585502259323309815e+01,1.636923708366178509e+00,5.121625312718289358e+00
3.575000000000000000e+01,2.590526280827073435e+01,1.929607243173671716e+00,4.756206836006098726e+00
3.570000000000000284e+01,2.707553723533825618e+01,1.933314615521200208e+00,4.675404270210746560e+00
3.646999999999999886e+01,2.743802133947363231e+01,1.692168480515795270e+00,5.041570511039324742e+00
3.653999999999999915e+01,2.557022620751874697e+01,1.626357430468659437e+00,5.198215788059810549e+00
3.618999999999999773e+01,2.542691479511282893e+01,1.656479621193467811e+00,5.230039042458264120e+00
3.621000000000000085e+01,2.571040540827068099e+01,1.709318235863650504e+00,5.192614749508932981e+00
3.621999999999999886e+01,2.596579152556394376e+01,1.897550201786369684e+00,4.844078254620358237e+00
3.653000000000000114e+01,2.655270590375937090e+01,1.696976319980755044e+00,5.120392399417655227e+00
3.707000000000000028e+01,2.607910301879692483e+01,1.664926115453843281e+00,5.139603584670354941e+00
3.699000000000000199e+01,2.608963296578939506e+01,1.613080452430218470e+00,5.254427908925589641e+00
3.660999999999999943e+01,2.503329088984959583e+01,1.611905553127187085e+00,5.279922816674083919e+00
3.592000000000000171e+01,2.512940396240606944e+01,1.676856755573428170e+00,5.280506883804079621e+00
3.610999999999999943e+01,2.539170821052626437e+01,1.721257841575643655e+00,5.183843008783661332e+00
3.647999999999999687e+01,2.545073241503760997e+01,1.710289664590040726e+00,5.067239878283978705e+00
3.684000000000000341e+01,2.631513578007518817e+01,1.655110476407121611e+00,5.163171042857311654e+00
3.689000000000000057e+01,2.554429635676698496e+01,1.547800589695720763e+00,5.362484636709876185e+00
3.671000000000000085e+01,2.497169127481200590e+01,1.583917325154436950e+00,5.323595619124564138e+00
3.646999999999999886e+01,2.522998951127827283e+01,1.666763034108317942e+00,5.267822688023027666e+00
3.634000000000000341e+01,2.492495939962405060e+01,1.648231382506589959e+00,5.240685951122831199e+00
3.639000000000000057e+01,2.554718383872179999e+01,1.635540501805240021e+00,5.244565029475432461e+00
3.599000000000000199e+01,2.577241071616540680e+01,1.576018018781271124e+00,5.295941856980691753e+00
3.581000000000000227e+01,2.517785715789476697e+01,1.625317892666790609e+00,5.270933253800034635e+00
3.560000000000000142e+01,2.558873368571432394e+01,1.709143452942394781e+00,5.202728378456432878e+00
3.589000000000000057e+01,2.593875956992475906e+01,1.671941415614126569e+00,5.146831832779287907e+00
3.610000000000000142e+01,2.573590492894738091e+01,1.655677683845178771e+00,5.153418932471020675e+00
3.632000000000000028e+01,2.549010761691721783e+01,1.569665045880800580e+00,5.306630559767614663e+00
3.621999999999999886e+01,2.497652345451134082e+01,1.647330962462174586e+00,5.183966078894965079e+00
3.614000000000000057e+01,2.562481735526312931e+01,1.631701860500169854e+00,5.245376792304007552e+00
3.624000000000000199e+01,2.549285220300759036e+01,1.607159036791018236e+00,5.234229292601959571e+00
3.618999999999999773e+01,2.503669082593984285e+01,1.600419309397606904e+00,5.280425240325712366e+00
3.621999999999999886e+01,2.506310028120303457e+01,1.609204905383362583e+00,5.272776644168935434e+00
3.620000000000000284e+01,2.476942464210526751e+01,1.600939271339033798e+00,5.281915342902775201e+00
3.604999999999999716e+01,2.522022003308266491e+01,1.603347157692492031e+00,5.280029117970713060e+00
3.604999999999999716e+01,2.512435826015038387e+01,1.612196858990363912e+00,5.260848954269661704e+00
3.615999999999999659e+01,2.531276070902261566e+01,1.606583082903427329e+00,5.269146286912208765e+00
3.627000000000000313e+01,2.558737206879696302e+01,1.564203795176645873e+00,5.324081566986203384e+00
3.615999999999999659e+01,2.532308534586464788e+01,1.557287550102569362e+00,5.340097882863052980e+00
3.574000000000000199e+01,2.490498354323298713e+01,1.602234386155186430e+00,5.289540554916422721e+00
3.571000000000000085e+01,2.500850420601502222e+01,1.590100645742569041e+00,5.297842742114518444e+00
3.567000000000000171e+01,2.548273287631581141e+01,1.836849904341453676e+00,4.912887510590437046e+00
3.592000000000000171e+01,2.632889648759398682e+01,1.652748912949835391e+00,5.185435813975088237e+00
3.624000000000000199e+01,2.646106202255640127e+01,1.640475210259369598e+00,5.171673344645252968e+00
3.610000000000000142e+01,2.567052267969924273e+01,1.624766866212780547e+00,5.216050084553200961e+00
3.620000000000000284e+01,2.540869639360905907e+01,1.644825077396954827e+00,5.260741887465858468e+00
3.638000000000000256e+01,2.562919292518798287e+01,1.591504878131410283e+00,5.304434567771272313e+00
3.585999999999999943e+01,2.507585086278188413e+01,1.547003420408681995e+00,5.366793708646179439e+00
3.575000000000000000e+01,2.513318002669178242e+01,1.580728654131156485e+00,5.316916556861958298e+00
3.560999999999999943e+01,2.543069250187977204e+01,1.609578093204600435e+00,5.261600105766030211e+00
3.557999999999999829e+01,2.543670891052626359e+01,1.618177050590732025e+00,5.241963900192786241e+00
3.595000000000000284e+01,2.516723687443616342e+01,1.613985871887176238e+00,5.245773773241693583e+00
3.603000000000000114e+01,2.546396260112777554e+01,1.610654115637785821e+00,5.248169323298572664e+00
3.582999999999999829e+01,2.488248483571425140e+01,1.562219698293380477e+00,5.330818952270535149e+00
3.589000000000000057e+01,2.485193468533828209e+01,1.704123336500434904e+00,5.248300854574122098e+00
3.617999999999999972e+01,2.522263612293236079e+01,1.600458593610281532e+00,5.287472381665395460e+00
3.625999999999999801e+01,2.557771427932323860e+01,1.610536573129061066e+00,5.243167197826531734e+00
3.631000000000000227e+01,2.516531352894735107e+01,1.554625944404608662e+00,5.351463734720156573e+00
