Ts (degC),I (a.u.),P (W),q (slm)
3.549000000000000199e+01,2.253781992368420006e+01,4.117085472495650045e+00,3.279251420525534755e+00
4.027000000000000313e+01,2.784226552819555067e+01,4.074547889800452793e+00,3.319093504617343537e+00
4.197999999999999687e+01,2.895127212142871187e+01,3.854773650827023168e+00,3.327715261614077491e+00
4.232999999999999829e+01,2.898926271165370849e+01,3.477667282041871477e+00,3.466223379428997831e+00
4.240999999999999659e+01,2.950421341842075051e+01,3.415657026511587091e+00,3.485415247168683006e+00
4.282999999999999829e+01,2.933415091466197566e+01,3.304552864972679416e+00,3.522993974213987745e+00
4.310000000000000142e+01,2.920947509398493835e+01,3.271457173037237709e+00,3.531860733777611117e+00
4.345000000000000284e+01,2.960220713195458586e+01,3.253123023412265891e+00,3.536562449704111710e+00
4.360000000000000142e+01,2.922997490187914948e+01,3.123193969485405397e+00,3.579006227720509692e+00
4.389999999999999858e+01,2.946273748308221485e+01,3.171031574020797272e+00,3.561751046938142373e+00
4.432999999999999829e+01,2.959794817819490476e+01,4.366009831590153212e+00,3.591314690009487443e+00
4.457000000000000028e+01,2.991532482105218449e+01,4.325022996025976951e+00,3.605851508978270559e+00
4.474000000000000199e+01,2.995571343383434382e+01,4.306806624664120342e+00,3.615301607986869392e+00
4.496000000000000085e+01,2.931219751090273817e+01,4.300623265850559207e+00,3.618043303378252862e+00
4.517999999999999972e+01,2.885859183458660482e+01,4.317975929949568581e+00,3.606691517779034406e+00
4.525999999999999801e+01,2.952479863533759641e+01,4.328399306235286126e+00,3.599399774716844469e+00
4.532999999999999829e+01,2.985548101842066160e+01,4.301918826744829616e+00,3.614566600286200249e+00
4.553000000000000114e+01,2.955512048082687571e+01,4.287922843144610141e+00,3.622418349215567268e+00
4.557999999999999829e+01,2.876212891353425860e+01,4.293321013537401143e+00,3.618194971633946544e+00
4.577000000000000313e+01,2.979122386879672035e+01,4.320822237974859092e+00,3.601756466074544250e+00
4.578000000000000114e+01,2.973802226015002148e+01,4.278068728463950698e+00,3.625906719096518849e+00
4.575999999999999801e+01,2.992990348421007951e+01,4.279737253858086454e+00,3.624880041673362641e+00
4.604999999999999716e+01,2.975797676428611638e+01,4.273298708807774737e+00,3.628776749165797177e+00
4.628999999999999915e+01,2.926900189774478633e+01,4.271532034861043492e+00,3.628286744032017896e+00
4.627000000000000313e+01,2.964956971992432955e+01,4.282701340146491731e+00,3.620469995469349556e+00
4.642000000000000171e+01,2.966393814548924723e+01,4.269392396414446011e+00,3.628403411921012900e+00
4.646999999999999886e+01,3.014308440451101134e+01,4.098123172134062742e+00,2.991723408097240799e+00
4.657999999999999829e+01,2.874706079097782663e+01,4.031499934631756155e+00,3.006260227066023916e+00
4.690999999999999659e+01,2.881531245488767823e+01,4.167141234319716503e+00,3.741267927734821974e+00
4.724000000000000199e+01,2.955570356165373624e+01,4.158072308059826305e+00,2.978644937740896115e+00
4.725000000000000000e+01,2.912938606804558361e+01,4.093942043793464158e+00,2.992633417631402004e+00
4.711999999999999744e+01,2.958995422217991234e+01,4.137559260567218899e+00,2.983124984678306113e+00
4.699000000000000199e+01,2.932960452669175311e+01,4.283800603935569384e+00,3.699955828241675349e+00
4.742000000000000171e+01,2.927292414285728128e+01,0.000000000000000000e+00,2.040638693053128394e-01
-4.077937534710059887e+95,0.000000000000000000e+00,0.000000000000000000e+00,2.245829428610613965e-01
6.944567351433685439e-310,0.000000000000000000e+00,0.000000000000000000e+00,2.470368358088229077e-01
6.944522965354710520e-310,0.000000000000000000e+00,0.000000000000000000e+00,2.704442504044562434e-01
6.106987445902204867e+33,0.000000000000000000e+00,0.000000000000000000e+00,2.980882352649375511e-01
6.944567351414713319e-310,0.000000000000000000e+00,0.000000000000000000e+00,3.273084259754721059e-01
6.944522957218832717e-310,0.000000000000000000e+00,0.000000000000000000e+00,3.597302575558816162e-01
-3.306152163532618713e+10,0.000000000000000000e+00,0.000000000000000000e+00,3.944791162505857374e-01
6.944567350491403440e-310,0.000000000000000000e+00,0.000000000000000000e+00,4.341193534173430901e-01
6.944513101217887059e-310,0.000000000000000000e+00,0.000000000000000000e+00,4.724092985839110082e-01
3.690321055369957981e+93,0.000000000000000000e+00,0.000000000000000000e+00,5.099112480735380482e-01
6.944567350511166066e-310,0.000000000000000000e+00,0.000000000000000000e+00,5.451451827589173238e-01
6.944522963776862473e-310,0.000000000000000000e+00,0.000000000000000000e+00,5.808709648434604578e-01
-2.376878839610854575e+126,0.000000000000000000e+00,0.000000000000000000e+00,6.205112020102178105e-01
6.944567351424199379e-310,0.000000000000000000e+00,0.000000000000000000e+00,6.683097102774121501e-01
6.944522960902586172e-310,0.000000000000000000e+00,0.000000000000000000e+00,7.202540155881121953e-01
-1.064492632575977298e+22,0.000000000000000000e+00,0.000000000000000000e+00,7.740301328695872174e-01
6.944567351417875339e-310,0.000000000000000000e+00,0.000000000000000000e+00,8.345314098907312683e-01
6.944522963508090762e-310,0.000000000000000000e+00,0.000000000000000000e+00,9.002802568569550079e-01
-8.428959990450341852e+61,0.000000000000000000e+00,0.000000000000000000e+00,9.707481262277135592e-01
6.944567351440009480e-310,0.000000000000000000e+00,0.000000000000000000e+00,1.052824420450707787e+00
6.944522963925477419e-310,0.000000000000000000e+00,0.000000000000000000e+00,1.152481037026370281e+00
-1.597970895389433107e-220,0.000000000000000000e+00,0.000000000000000000e+00,1.269361799868508500e+00
6.944567351458981601e-310,0.000000000000000000e+00,0.000000000000000000e+00,1.387055532707262451e+00
6.944522957063893730e-310,0.000000000000000000e+00,0.000000000000000000e+00,1.514073932446454052e+00
-9.174274166975653093e+26,0.000000000000000000e+00,0.000000000000000000e+00,1.637619007365170187e+00
6.944567350483498389e-310,0.000000000000000000e+00,0.000000000000000000e+00,1.774700850919312289e+00
6.944522963802158634e-310,0.000000000000000000e+00,0.000000000000000000e+00,1.907113183644250531e+00
-6.541429758562032093e-186,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944567351452657560e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944522963767376413e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.793278941055798978e-70,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944567350495355965e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944522954603842066e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.157254126404041941e-153,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944567349498529118e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944522964595825688e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.190623717128057938e-229,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944567351430523419e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944513101202076959e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.746136234673932718e+185,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944567350503261015e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944513101141998576e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.327495299902786085e+185,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944536648676683200e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944513101116702415e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.320262221169355245e-141,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944567351446333520e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944513100541214751e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.737840724576984105e+20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944567350507213540e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944513101268479381e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.351261935304349518e-274,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944567351411551299e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944513101236859180e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.710821884002530086e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944567351421037359e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944513101300099583e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.340888396554763848e+222,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944567350479545864e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944513101110378375e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.552420874060864236e+208,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944567351427361399e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944513101097730294e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.036516326522984266e-321,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944570668428378086e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.944570668428378086e-310,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.495011071428571540e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.581610892857142971e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.567567678571428587e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
