Ts (degC),I (a.u.),P (W),q (slm)
3.146000000000000085e+01,2.205614752857147565e+01,4.347184923197239925e+00,3.251522352071107846e+00
3.635999999999999943e+01,2.683623922142855633e+01,5.045482964894265621e+00,2.548116351893112252e+00
3.850999999999999801e+01,2.873480788120357943e+01,3.878356797627565022e+00,3.341374520303455498e+00
3.918999999999999773e+01,3.012235464924805939e+01,3.404043911466348771e+00,3.344550361764197177e+00
3.928999999999999915e+01,2.925087054774486717e+01,3.865120202480196276e+00,3.463216505201178741e+00
3.964000000000000057e+01,2.992558704360842725e+01,3.357610299036041912e+00,3.398908475971114562e+00
3.977000000000000313e+01,2.998501529849578162e+01,3.255897417475171807e+00,3.304663107985363002e+00
4.022999999999999687e+01,2.954404523007570305e+01,3.560598622869207475e+00,3.485848405884755863e+00
4.064000000000000057e+01,2.948133858270648133e+01,3.528582866346964497e+00,3.551336327407995874e+00
4.085000000000000142e+01,2.941012716766884694e+01,3.398050682359038621e+00,3.588350815472735267e+00
4.106000000000000227e+01,2.958267967293282297e+01,3.685389913928926564e+00,3.505761456785169372e+00
4.153999999999999915e+01,2.992526018984937863e+01,3.667069134087138416e+00,3.512042178105149404e+00
4.178000000000000114e+01,2.977277387744414838e+01,3.217316177487064888e+00,3.644535367595247877e+00
4.204999999999999716e+01,2.953459275075137569e+01,3.103534245933352587e+00,3.691504826223410252e+00
4.221999999999999886e+01,2.960218413721847597e+01,3.161467753051788954e+00,3.544738002389929310e+00
4.261999999999999744e+01,2.945076379511282383e+01,3.020486509578442558e+00,3.738519896940762699e+00
4.270000000000000284e+01,2.863108519323366963e+01,2.961471675134939474e+00,3.783207620781186442e+00
4.300999999999999801e+01,2.930757064135283230e+01,3.001631470562398984e+00,3.836367151623266913e+00
4.310999999999999943e+01,2.901476058984960815e+01,2.926626290503613337e+00,3.821191055057603592e+00
4.317999999999999972e+01,2.970296514135309351e+01,3.498024177247883504e+00,3.573719788694565302e+00
4.340999999999999659e+01,2.966610950563854132e+01,3.489654602336517808e+00,3.575273379485659486e+00
4.343999999999999773e+01,2.996118946616481438e+01,2.833698118837430613e+00,3.846867087215829706e+00
4.352000000000000313e+01,2.938449460601537666e+01,3.466735918795206928e+00,3.582887329664234510e+00
4.365999999999999659e+01,2.932115724586441630e+01,2.840752768207337020e+00,3.877174666879464660e+00
4.385000000000000142e+01,2.941232809248053925e+01,2.839370041434000402e+00,3.886917297502250790e+00
4.381000000000000227e+01,2.962758510902186870e+01,3.012670981673086779e+00,3.765937210227235710e+00
4.396999999999999886e+01,2.929448499360852409e+01,2.798603032281761216e+00,3.881745991317415712e+00
4.389000000000000057e+01,2.958862873984931596e+01,3.035930875995697331e+00,3.764810775148428768e+00
4.402000000000000313e+01,2.928530680864709623e+01,3.009782650363193035e+00,3.751876552962852163e+00
4.422999999999999687e+01,2.918130654135284274e+01,3.037349683168598435e+00,3.764752950475941606e+00
4.425999999999999801e+01,2.913042740112772222e+01,3.023007401815994033e+00,3.781952037229164620e+00
4.442999999999999972e+01,2.904353193308218550e+01,3.030842303528956894e+00,3.780120858098251713e+00
4.453999999999999915e+01,2.902690345338305278e+01,3.383445332483042911e+00,3.614303164014460723e+00
4.447999999999999687e+01,2.994638578308234145e+01,3.373462367063747802e+00,3.617874640444385559e+00
4.454999999999999716e+01,2.951204805375998674e+01,3.375595168262272683e+00,3.615223544153125079e+00
4.464000000000000057e+01,2.919533333082685900e+01,3.370744037622504852e+00,3.617835442298803716e+00
4.482999999999999829e+01,2.946900190639115991e+01,3.001782479966657924e+00,3.775089585405747350e+00
4.493999999999999773e+01,2.950771190338314653e+01,3.337625685178927881e+00,3.629469841228401439e+00
4.496000000000000085e+01,2.912960287556404282e+01,3.324025650402056886e+00,3.634158474408188066e+00
4.486999999999999744e+01,2.929476914285728739e+01,3.323238197622383261e+00,3.635214699791214255e+00
4.517999999999999972e+01,2.989596489511286848e+01,3.333466548862079826e+00,3.631285873956027199e+00
4.543999999999999773e+01,2.952873730526321694e+01,3.292235670006447013e+00,3.644577949969707298e+00
4.546999999999999886e+01,2.987275663571460171e+01,3.260260941060802331e+00,3.656721639772340549e+00
4.542000000000000171e+01,2.918958136165359818e+01,2.866571581356471832e+00,3.808898909327464111e+00
4.554999999999999716e+01,2.962796287969933928e+01,3.264346806187739869e+00,3.655958617017228462e+00
4.557999999999999829e+01,3.008331779849591214e+01,3.245005152528931625e+00,3.661997450364145479e+00
