Ts (degC),I (a.u.),P (W),q (slm)
3.454999999999999716e+01,2.091261269548864732e+01,4.137242239629497220e+00,3.315140261456432480e+00
3.839000000000000057e+01,2.846687156503696059e+01,4.585082535348464106e+00,3.099012953964984440e+00
4.082999999999999829e+01,2.868396651804555830e+01,3.909590329353556104e+00,3.423560148312204454e+00
4.131000000000000227e+01,2.917919595300713453e+01,3.689739319185875832e+00,3.505675346340056731e+00
4.134000000000000341e+01,2.923659081616478161e+01,3.378335500246846035e+00,3.508840780689542083e+00
4.184000000000000341e+01,2.887613681879647132e+01,3.644874198883028438e+00,3.520761200930908608e+00
4.221999999999999886e+01,2.896905855037634581e+01,3.604564709883953721e+00,3.535991204876258731e+00
4.261999999999999744e+01,2.983847476804573162e+01,3.572644741800137247e+00,3.547224228079146613e+00
4.295000000000000284e+01,2.930354491992422084e+01,2.716174820051949101e+00,3.591369681359275923e+00
4.343999999999999773e+01,2.946568737932277315e+01,3.510393100980212733e+00,3.568717761531104760e+00
4.359000000000000341e+01,2.962550572781944780e+01,3.468530848997467331e+00,3.583270381837970309e+00
4.397999999999999687e+01,2.951425390601548671e+01,3.455167776578385030e+00,3.587684858793482423e+00
4.421999999999999886e+01,2.924455849248062833e+01,2.827507150069900277e+00,3.532370572030369971e+00
4.435000000000000142e+01,2.919317511052596004e+01,2.787632179945886524e+00,3.536673750282799400e+00
4.463000000000000256e+01,2.937250942067690929e+01,2.953937216410141176e+00,3.671377064038649163e+00
4.479999999999999716e+01,2.905272654285727540e+01,2.636227396553120439e+00,3.561186081958766181e+00
4.489000000000000057e+01,2.898558191127833084e+01,3.343301486618046603e+00,3.628341642226847075e+00
4.503999999999999915e+01,2.995192422969952872e+01,2.657121508454143299e+00,3.604150064181468327e+00
4.515999999999999659e+01,3.007917053345916614e+01,2.618174245964690616e+00,3.522526393531288047e+00
4.538000000000000256e+01,2.938084829774484064e+01,3.294206213431853492e+00,3.643503090295491909e+00
4.560000000000000142e+01,2.971833383797007144e+01,3.269105528272719052e+00,3.653860659977001379e+00
4.574000000000000199e+01,2.935201618270654933e+01,2.557492597070003981e+00,3.577142969845939824e+00
4.581000000000000227e+01,2.940348990112801530e+01,3.220825796989491785e+00,3.671306455593196016e+00
4.589999999999999858e+01,2.930815864962331929e+01,2.574552793476371004e+00,3.615043055856380416e+00
4.604999999999999716e+01,2.897351131691785042e+01,2.564506967360995482e+00,3.629953917003027275e+00
4.617999999999999972e+01,2.920477102781979184e+01,2.559384535498280488e+00,3.673855554616488828e+00
4.639999999999999858e+01,2.970416743759349743e+01,3.157981743768328631e+00,3.694746664874271502e+00
4.639999999999999858e+01,2.949634921842070412e+01,3.121803399266847912e+00,3.707346995961886549e+00
4.654999999999999716e+01,2.952506964473615625e+01,3.122670273751661174e+00,3.707443021558417762e+00
4.667999999999999972e+01,2.930776445413511766e+01,2.520815319718390679e+00,3.662675058682868467e+00
4.656000000000000227e+01,2.899041080601529075e+01,3.078307459100453780e+00,3.724873476309805920e+00
4.650999999999999801e+01,2.965283661503695001e+01,3.099276345407376176e+00,3.717419873833746280e+00
4.645000000000000284e+01,2.929637877443574467e+01,2.506327863270004119e+00,3.642370488585550348e+00
4.646000000000000085e+01,2.934649416090281804e+01,2.461132237807677203e+00,3.706413340339964169e+00
4.665999999999999659e+01,2.918355345563852410e+01,3.112912417007261290e+00,3.711470415584480431e+00
4.699000000000000199e+01,2.963139402293271729e+01,3.081254563725618567e+00,3.723987849080781398e+00
4.704999999999999716e+01,2.955850727706724257e+01,3.022316996320915106e+00,3.746348135037531613e+00
4.714999999999999858e+01,2.939813705488774431e+01,9.178041124657924624e-297,2.217932498804197015e-296
6.940624246781840274e-310,4.518999999999999773e+01,1.912063513807413482e-296,3.824197022030231679e-296
6.940577434582839633e-310,4.521000000000000085e+01,2.217890502119363488e-296,9.483204319626553412e-296
-1.394690531774093686e+190,4.532999999999999829e+01,1.453362111851426458e-296,2.906740556172203750e-296
6.940624246011888372e-310,4.550000000000000000e+01,3.824563916648319982e-297,2.065009088962587059e-296
6.940577426348939206e-310,4.571000000000000085e+01,4.129896853334348285e-296,1.032497545173257788e-296
-2.640957613206099480e-238,4.599000000000000199e+01,2.141441045696132274e-296,6.425137424085422570e-296
6.940624246031650997e-310,4.631000000000000227e+01,1.108941751232107501e-296,8.565717519959650518e-296
6.940577425343416803e-310,4.639000000000000057e+01,9.560492552672434243e-297,6.425104759431574901e-296
1.735914380506550433e-02,4.664000000000000057e+01,2.447999491491469628e-296,3.518375866989706195e-296
